UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,BORD_RIV,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FED_NONFED,FEOW_ID,FRAME08,FRAME13,FRAME18,FRAMEEW,FRAMEWS,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MAJ_RIV_NM,MAJ_RIVER,MIS_BAS_NM,MIS_BASIN,MISS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_SF,STATECTY,STRAH_CAL,STRAH_CAT,STRAH_ORD,STRATUM,TNT_CAT,URBN_NRS08,URBN_NRS18,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,USFS,WGT_CAT,WGT_DSGN,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE
2013579,7/8/2021,NRS18_MO_10214,9/24/2018,1,2018,NRS_MO-10158,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,St. Clair,2983820,StreamRiverPer,216.25,Region_07,Target_Sampled,46006,Non-Federal,146,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,756729,Slough Branch,H10L,MS,H10290105,Harry S. Truman Reservoir,38.07667291,-93.67149884,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10L,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Slough Branch,USACE,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_SAP,NRS18_18,MO_SS_SAP,MO,R10290105000754,None,PROB,NHDPlusv2,Missouri,Include,F29185,2,SmallStreams,2,MO,Target,Non-Urban,Non-Urban,39,Ozark Highlands,39e,Osage/Gasconade Hills,Not_Forest_Service,MO_SS_SAP_Include,7561.412627,5333.303564,202305.2739,67110.81176,9599.946415
2013580,7/8/2021,NRS18_WI_10542,9/25/2018,1,2018,NRS_WI-10225,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Sauk,13654134,StreamRiverPer,271.17,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1573890,Seeley Creek,H07,MS,H07070004,Baraboo,43.42474217,-89.93750094,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Seeley Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_UMW,NRS18_18,WI_LS_UMW,WI,R07070004000201,None,PROB,NHDPlusv2,Wisconsin,Include,F55111,3,LargeStreams,3,WI,Target,Non-Urban,Non-Urban,52,Driftless Area,52b,Blufflands and Coulees,Not_Forest_Service,WI_LS_UMW_Include,971.9797738,259.5559363,488250.382,678927.1409,351.1639138
2013581,7/8/2021,NRS18_GA_RF001,9/25/2018,1,2018,NRS_GA-10183,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Berrien,2014298,StreamRiverPer,67.73,Region_04,Target_Sampled,46006,Federal,156,Exclude,Exclude,Exclude,Exclude,Exclude,Not_USFS,StreamRiver,309997,Alapaha River,H03S,SA,H03110202,Luxapallila,31.38436,-83.1924,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Alapaha River,Non Federal,NRS_NO_NO_NO_18,HAND,NONE,NONE,NONE,GA,R03110202000137,None,HAND,None,Georgia,Include,F13019,5,RiversOther,5,None,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65l,Atlantic Southern Loam Plains,Not_Forest_Service,NONE,0,0,1210026.59,-601898.6448,0
2013582,7/8/2021,NRS18_MN_10013,9/25/2018,1,2018,NRS_MN-10059,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Wright,2723275,ArtificialPathStreamPer,260.14,Region_05,Target_Sampled,55800,Federal,148,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,0,None,H07,MS,H07010203,Clearwater-Elk,45.29728866,-93.57205141,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,MN_Rivers_MN_6th,MN,R07010203000741,None,PROB,NHDPlusV1,Minnesota,Include,F27171,0,RiversOther,6,MN,Target,Urban,Urban,51,North Central Hardwood Forests,51h,Anoka Sand Plain and Mississippi Valley Outwash,Not_Forest_Service,MN_RV_UMW_Include,115.8033192,84.29563807,190318.8,874435.7,92.40098789
2013583,7/8/2021,NRS18_MO_10362,9/25/2018,1,2018,NRS_MO-10160,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Nodaway,2501251,StreamRiverPer,315.05,Region_07,Target_Sampled,46006,Federal,143,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,0,None,H10L,MS,H10240010,Nodaway,40.42681225,-94.94433466,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10L,Mississippi_Basin,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_TPL,NRS18_18,MO_SS_TPL,MO,R10240010000059,None,PROB,NHDPlusv2,Missouri,Include,F29147,1,SmallStreams,1,MO,Target,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47f,Rolling Loess Prairies,Not_Forest_Service,MO_SS_TPL_Include,9915.465332,6404.211818,88800.17775,328501.9755,8112.001636
2013584,7/8/2021,NRS18_MI_10062,9/26/2018,1,2018,NRS_MI-10061,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Ottawa,9017535,StreamRiverInt,183.645,Region_05,Target_Sampled,46003,Federal,116,Include,Exclude,Include,Exclude,Exclude,Not_USFS,StreamRiver,0,None,H04,GL,H04050002,Black-Macatawa,42.80947195,-86.17005076,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_OverStream,NRS18_08_TSS,MI_Streams_MI_1st,MI,R04050002000164,None,PROB,NHDPlusV1,Michigan,Include,F26139,1,SmallStreams,1,MI,Target,Urban,Urban,56,Southern Michigan/Northern Indiana Drift Plains,56d,Michigan Lake Plain,Not_Forest_Service,MI_SS_UMW_Include_18,4503.173599,882.9803898,797887.1,635931.4,996.9133433
2013585,7/8/2021,NRS18_IA_10001,9/26/2018,2,2018,NRS_IA-10058,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Fremont,19210063,StreamRiverPer,309.98,Region_07,Target_Sampled,46006,Federal,143,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,0,None,H10L,MS,H10240002,West Nishnabotna,40.8737329,-95.59770401,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10L,Mississippi_Basin,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseStream,NRS18_08_TSS,IA_Streams_IA_1st2n,IA,R10240002000684,None,PROB,NHDPlusV1,Iowa,Include,F19071,1,SmallStreams,1,IA,Target,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47e,Steeply Rolling Loess Prairies,Not_Forest_Service,IA_SS_TPL_Include,12577.37052,7262.550845,33628.923,378136.513,10651.74124
2013586,7/8/2021,NRS18_TX_10002,9/25/2018,1,2018,NRS_TX-10103,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Polk,1487834,ArtificialPathStreamPer,17.1,Region_06,Target_Sampled,55800,Federal,141,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1348789,Trinity River,H12,TX,H12030202,Lower Trinity-Kickapoo,30.57973,-94.99791386,Rio Grande-Texas-Gulf Region,H12_13,Trinity River,Additional,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Trinity River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_CSH_RM_Base,NRS18_08_TSS,TX_CSH_RM,TX,R12030202001928,None,PROB,NHDPlusV1,Texas,Include,F48373,6,RiversMajor,6,TX,Target,Non-Urban,Non-Urban,35,South Central Plains,35b,Floodplains and Low Terraces,Not_Forest_Service,TX_RV_CPL_Include,504.3129427,236.5525846,95903.25,-772531.4,277.6921645
2013587,7/8/2021,NRS18_FL_RF001,9/26/2018,1,2018,NRS_FL-10212,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Columbia,2000198,StreamRiverPer,30.23,Region_04,Target_Sampled,46006,Federal,156,Exclude,Exclude,Exclude,Exclude,Exclude,Not_USFS,StreamRiver,305192,Robinson Creek,H03S,SA,H03110201,Lower Tombigbee,30.31556,-82.6447,South-Atlantic Region,H03,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Robinson Creek,Non Federal,NRS_NO_NO_NO_18,HAND,NONE,NONE,NONE,FL,R03110201000013,None,HAND,None,Florida,Include,F12023,1,SmallStreams,1,None,Target,Non-Urban,Non-Urban,75,Southern Coastal Plain,75e,Okefenokee Plains,Not_Forest_Service,NONE,0,0,1278081.138,-712426.7339,0
2013588,7/8/2021,NRS18_MN_10071,9/26/2018,1,2018,NRS_MN-10208,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Lac qui Parle,4086202,StreamRiverPer,287.28,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,659759,Minnesota River,H07,MS,H07020001,Upper Minnesota,45.22267421,-96.2737006,Upper Mississippi Region,H07,Minnesota River,MajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Minnesota River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRM_TPL,NRS18_18,MN_RM_TPL,MN,R07020001000031,None,PROB,NHDPlusv2,Minnesota,Include,F27073,7,RiversMajor,7,MN,Target,Non-Urban,Non-Urban,46,Northern Glaciated Plains,46o,Minnesota River Prairie,Not_Forest_Service,MN_RV_TPL_Include,1160.095131,238.1501425,-21480.68054,863737.5641,272.1715914
2013589,7/8/2021,NRS18_WI_10245,9/26/2018,1,2018,NRS_WI-10217,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Rusk,13350290,StreamRiverPer,397.61,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1563539,Crooked Creek,H07,MS,H07050002,Flambeau,45.60219595,-90.95854245,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Crooked Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_UMW,NRS18_18,WI_SS_UMW,WI,R07050002000104,None,PROB,NHDPlusv2,Wisconsin,Include,F55107,1,SmallStreams,1,WI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50g,Chippewa Lobe Rocky Ground Moraines,Not_Forest_Service,WI_SS_UMW_Include,5174.791836,1398.582509,393243.5851,916329.6756,1605.779918
2013590,7/8/2021,NRS18_VA_10015,9/26/2018,1,2018,NRS_VA-10140,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Essex,8479262,StreamRiverPer,4.82,Region_03,Target_Sampled,46006,Federal,158,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1470917,Mount Landing Creek,H02,MA,H02080104,Lower Rappahannock,37.96557639,-76.9600031,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Mount Landing Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_Base2018,NRS18_18,VA_LS_CPL,VA,R02080104000245,None,PROB,NHDPlusv2,Virginia,Include,F51057,3,LargeStreams,3,VA,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65m,Rolling Coastal Plain,Not_Forest_Service,VA_LS_CPL_Include,1,1670.64234,1645834.325,217606.2285,1670.64234
2013591,7/8/2021,NRS18_NE_10042,9/26/2018,1,2018,NRS_NE-10171,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Thayer,18771692,StreamRiverPer,421.95,Region_07,Target_Sampled,46006,Federal,143,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,473167,Little Blue River,H10L,MS,H10270206,Upper Little Blue,40.16508733,-97.42809165,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10L,Mississippi_Basin,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Little Blue River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRO_SPL,NRS18_18,NE_RO_SPL,NE,R10270206000175,None,PROB,NHDPlusv2,Nebraska,Include,F31169,5,RiversOther,5,NE,Target,Non-Urban,Non-Urban,27,Central Great Plains,27f,Rainwater Basin Plains,Not_Forest_Service,NE_RV_SPL_Include_18,382.1080934,57.86505885,-120566.3797,299593.9204,124.6324345
2013593,7/8/2021,NRS18_MI_10013,9/27/2018,2,2018,NRS_MI-10097,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,St. Clair,13195814,StreamRiverPer,176.32,Region_05,Target_Sampled,46006,Federal,116,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,0,None,H04,GL,H04090001,St. Clair,42.75546259,-82.49398014,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,None,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,MI_LargeStreams_TPL,MI,R04090001000606,None,PROB,NHDPlusV1,Michigan,Include,F26147,0,LargeStreams,4,MI,Target,Non-Urban,Urban,57,Huron/Erie Lake Plains,57a,Maumee Lake Plain,Not_Forest_Service,MI_LS_TPL_Include,2624.54,534.2978866,1095389,666562.7,610.6261561
2013594,7/8/2021,NRS18_SD_10014,9/26/2018,2,2018,NRS_SD-10385,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,Perkins,16161022,StreamRiverPer,767.4,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Exclude,Not_USFS,StreamRiver,1265832,Moreau River,H10U,MS,H10130305,Upper Moreau,45.15509342,-102.752592,Missouri Region,H10,Moreau River,Additional,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Moreau River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,Additional,SD,R10130305000287,None,PROB,NHDPlusV1,South Dakota,Include,F46105,6,RiversMajor,6,SD,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43j,Moreau Prairie,Not_Forest_Service,SD_RV_NPL_Include_18,265.079,72.53666663,-530048.2,875029,116.0586666
2013595,7/8/2021,NRS18_WI_10022,9/27/2018,1,2018,NRS_WI-10123,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Barron,13082103,StreamRiverPer,341.32,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1577089,Yellow River,H07,MS,H07050007,Red Cedar,45.44760786,-91.87864283,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Yellow River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseLS,NRS18_13_TSS,WI_LargeStreams_UMW,WI,R07050007000084,None,PROB,NHDPlusV1,Wisconsin,Include,F55005,4,LargeStreams,4,WI,Target,Non-Urban,Non-Urban,51,North Central Hardwood Forests,51b,Central Wisconsin Undulating Till Plain,Not_Forest_Service,WI_LS_UMW_Include,1976.242,259.5559363,322268.8,895705.6,351.1639138
2013596,7/8/2021,NRS18_NE_10011,9/27/2018,1,2018,NRS_NE-10032,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Clay,18767456,StreamRiverPer,507.49,Region_07,Target_Sampled,46006,Federal,143,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,473167,Little Blue River,H10L,MS,H10270206,Upper Little Blue,40.35743077,-98.13043778,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10L,Mississippi_Basin,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Little Blue River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,NE_Rivers_NE_5th,NE,R10270206000264,None,PROB,NHDPlusV1,Nebraska,Include,F31035,5,RiversOther,5,NE,Target,Non-Urban,Non-Urban,27,Central Great Plains,27f,Rainwater Basin Plains,Not_Forest_Service,NE_RV_SPL_Include_18,435.1804208,57.86505885,-179370.5,322247.1,124.6324345
2013597,7/8/2021,NRS18_PA_10217,9/26/2018,1,2018,NRS_PA-10131,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Tioga,8144470,StreamRiverPer,563.83,Region_03,Target_Sampled,46006,Federal,158,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1192088,Baker Branch,H02,MA,H02050205,Pine,41.80463607,-77.49244816,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Baker Branch,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_NAP,NRS18_18,PA_SS_NAP,PA,R02050205000566,None,PROB,NHDPlusv2,Pennsylvania,Include,F42117,2,SmallStreams,2,PA,Target,Non-Urban,Non-Urban,62,North Central Appalachians,62c,Glaciated High Allegheny Plateau,Not_Forest_Service,PA_SS_NAP_Include,3520.292874,1188.483547,1517170.433,630471.6379,1518.617865
2013598,7/8/2021,NRS18_OR_10519,9/26/2018,1,2018,NRS_OR-10672,2018-19,WMTNS,West,XER,Xeric,Not_Border,Harney,24013601,StreamRiverPer,1384.77,Region_10,Target_Sampled,46006,Non-Federal,124,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1120027,Donner und Blitzen River,H17,PN,H17120003,Donner und Blitzen,42.72366943,-118.832975,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Donner und Blitzen River,BLM,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverLS_XER,NRS18_18,OR_LS_XER,OR,R17120003000058,None,PROB,NHDPlusv2,Oregon,Include,F41025,4,LargeStreams,4,OR,Target,Non-Urban,Non-Urban,80,Northern Basin and Range,80g,High Lava Plains,Not_Forest_Service,OR_LS_XER_Include,2368.803988,116.2280877,-1841108.917,807286.0822,232.4561754
2013599,7/8/2021,NRS18_OR_10231,9/25/2018,1,2018,NRS_OR-10649,2018-19,WMTNS,West,XER,Xeric,Not_Border,Harney,24013655,StreamRiverPer,1773.53,Region_10,Target_Sampled,46006,Non-Federal,124,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1120027,Donner und Blitzen River,H17,PN,H17120003,Donner und Blitzen,42.56281164,-118.7504256,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,Donner und Blitzen River,BLM,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_XER,NRS18_18,OR_SS_XER,OR,R17120003000085,None,PROB,NHDPlusv2,Oregon,Include,F41025,2,SmallStreams,2,OR,Target,Non-Urban,Non-Urban,80,Northern Basin and Range,80g,High Lava Plains,Not_Forest_Service,OR_SS_XER_Include,2869.273824,100.6133234,-1838843.609,788223.3889,268.3021958
2013600,7/8/2021,NRS18_MO_10037,9/26/2018,1,2018,NRS_MO-10149,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Clark,5802818,StreamRiverPer,146.67,Region_07,Target_Sampled,46006,Federal,148,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,735621,Fox River,H07,MS,H07110001,Bear-Wyaconda,40.31564127,-91.50354157,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Fox River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseRO_TPL,NRS18_18,MO_RO_TPL,MO,R07110001000101,None,PROB,NHDPlusv2,Missouri,Include,F29045,5,RiversOther,5,MO,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,Not_Forest_Service,MO_RV_TPL_Include,912.1138372,250.6397077,378687.5965,324515.3421,310.3158285
2013601,7/8/2021,NRS18_WI_10083,10/1/2018,1,2018,NRS_WI-10127,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Burnett,2268557,StreamRiverPer,302.93,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1577087,Yellow River,H07,MS,H07030001,Upper St. Croix,45.84817102,-92.05125217,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Yellow River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverLS,NRS18_13_TSS,WI_LargeStreams_UMW,WI,R07030001000079,None,PROB,NHDPlusV1,Wisconsin,Include,F55013,3,LargeStreams,3,WI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50c,St. Croix Pine Barrens,Not_Forest_Service,WI_LS_UMW_Include,1976.242,259.5559363,306931,939596.1,351.1639138
2013602,7/8/2021,NRS18_WI_10324,10/2/2018,1,2018,NRS_WI-10222,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Douglas,2261623,StreamRiverPer,334.15,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1564407,Eau Claire River,H07,MS,H07030001,Upper St. Croix,46.24976945,-91.64108564,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Eau Claire River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_UMW,NRS18_18,WI_SS_UMW,WI,R07030001000118,None,PROB,NHDPlusv2,Wisconsin,Include,F55031,2,SmallStreams,2,WI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50c,St. Croix Pine Barrens,Not_Forest_Service,WI_SS_UMW_Include,5174.791836,1398.582509,336747.8836,985511.1463,1605.779918
2013603,7/8/2021,NRS18_VA_10022,10/3/2018,1,2018,NRS_VA-10147,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Smyth,19751441,StreamRiverPer,892.49,Region_03,Target_Sampled,46006,Non-Federal,152,Include,Include,Include,Include,Include,East,StreamRiver,1482669,Comers Creek,H06,MS,H06010102,South Fork Holston,36.72157734,-81.47754244,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H06,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Comers Creek,USFS,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_Over2018,NRS18_18,VA_SS_SAP,VA,R06010102001006,None,PROB,NHDPlusv2,Virginia,Include,F51173,1,SmallStreams,1,VA,Target,Non-Urban,Non-Urban,66,Blue Ridge,66e,Southern Sedimentary Ridges,Forest_Service,VA_SS_SAP_Include,1,3860.031438,1280079.398,10773.15079,4087.092111
2013604,7/8/2021,NRS18_VA_10006,10/4/2018,1,2018,NRS_VA-10079,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Russell,14640373,ArtificialPathStreamPer,480.195,Region_03,Target_Sampled,55800,Federal,152,Include,Include,Include,Exclude,Include,Not_USFS,ArtificialPath,1307258,Clinch River,H06,MS,H06010205,"Upper Clinch, Tennessee, Virginia",36.96530197,-82.05179538,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H06,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Clinch River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,VA_Rivers_VA_5th,VA,R06010205000106,None,PROB,NHDPlusV1,Virginia,Include,F51167,5,RiversOther,5,VA,Target,Non-Urban,Non-Urban,67,Ridge and Valley,67i,Southern Dissected Ridges and Knobs,Not_Forest_Service,VA_RV_SAP_Include,290.2799931,397.1045944,1225840,30203.34,397.1045944
