"","SITE_ID","VISIT_ID","DATE_COL","NTL_PPM","PTL_PPB","VISIT_NO","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","TP_mol"
"590","NLA06608-0961",8083,"7/25/2007",0.189,11,1,"PROB_Lake",-116.6865573,47.48939455,"Region_10",3.664950899,"NO","WMT","NATURAL",91.93214973,647.4,17010303,"NLA_ID-10021","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","3:MOST DISTURBED",37.9942562330653,1.34932533733133e-05,3.55139295017192e-07
"591","NLA06608-0962",8084,"7/17/2007",0.19,6,1,"PROB_Lake",-111.7317,41.51816888,"Region_8",2.500256737,"NO","WMT","MAN-MADE",69.82459934,1640,16010203,"NLA_UT-10023","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",70.0246874136741,1.35646462483044e-05,1.9371234273665e-07
"592","NLA06608-0967",8085,"7/30/2007",1.998,1016,1,"PROB_Lake",-99.23771294,43.80089109,"Region_8",13.41307301,"NO","NPL","MAN-MADE",30.32187653,467.12,10140101,"NLA_SD-10036","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",4.34861144174847,0.00014264296423217,3.28019567034061e-05
"593","NLA06608-0968",8086,"8/1/2007",3.553,145,1,"PROB_Lake",-94.90058432,42.73174291,"Region_7",6.08408436,"NO","TPL","NATURAL",63.88252304,390.55,7100006,"NLA_IA-10020","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",54.1846201918223,0.000253658884843293,4.68138161613571e-06
"594","NLA06608-0970",8087,"6/10/2007",0.14,3,1,"PROB_Lake",-109.8706018,43.0004446,"Region_8",10.82677028,"NO","WMT","NATURAL",731.5057636,2346,14040102,"NLA_WY-10023","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",103.194276188572,9.99500249875062e-06,9.6856171368325e-08
"595","NLA06608-0971",8088,"7/26/2007",0.787,54,1,"PROB_Lake",-85.28406916,40.11693151,"Region_5",7.382779885,"NO","TPL","MAN-MADE",487.2829591,292.29,5120201,"NLA_IN-10021","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",32.2277362541296,5.61861926179767e-05,1.74341108462985e-06
"596","NLA06608-0972",8089,"7/9/2007",0.938,619,1,"PROB_Lake",-98.02578504,35.52857379,"Region_6",9.346499571,"YES","SPL","MAN-MADE",28.62602427,418.38,11100301,"NLA_OK-10034","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",3.35089652890195,6.69665167416292e-05,1.99846566923311e-05
"597","NLA06608-0974",8090,"7/16/2007",0.101,4,1,"PROB_Lake",-88.19188615,46.47568516,"Region_5",34.38911844,"NO","UMW","NATURAL",93.91444892,516.99,4030107,"NLA_MI-10033","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",55.8354744377454,7.21068037409867e-06,1.29141561824433e-07
"598","NLA06608-0979",8091,"5/30/2007",0.952,68,1,"PROB_Lake",-103.5206581,43.76802869,"Region_8",3.957354262,"NO","WMT","MAN-MADE",45.95921044,1581.8,10120109,"NLA_SD-10037","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",30.9582828565717,6.79660169915042e-05,2.19540655101537e-06
"599","NLA06608-0980",8092,"7/12/2007",0.923,176,1,"PROB_Lake",-88.68475272,37.39564741,"Region_5",50.01411312,"NO","TPL","MAN-MADE",27.94800931,111.25,5140203,"NLA_IL-10017","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",11.5967918330421,6.58956236167631e-05,5.68222872027507e-06
"600","NLA06608-0982",8094,"8/14/2007",0.248,6,1,"PROB_Lake",-71.81133018,44.44651471,"Region_1",31.82722929,"NO","NAP","NATURAL",82.15989526,312.89,1080101,"NLA_VT-10011","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",91.4006446241641,1.77054329977868e-05,1.9371234273665e-07
"601","NLA06608-0984",8095,"9/26/2007",0.878,115,1,"PROB_Lake",-94.93952456,33.88536118,"Region_6",50.63608817,"NO","CPL","MAN-MADE",10.4368743,113.29,11140106,"NLA_OK-10035","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",16.8828399677453,6.26829442421646e-05,3.71281990245246e-06
"602","NLA06608-0986",8096,"7/18/2007",0.186,7,1,"PROB_Lake",-89.43472797,31.30046077,"Region_4",26.61974487,"YES","CPL","MAN-MADE",82.0562952,89.99,3170007,"NLA_MS-10011","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",58.7575572583912,1.32790747483401e-05,2.25997733192758e-07
"603","NLA06608-0987",8097,"7/30/2007",1.8,40,1,"PROB_Lake",-85.66354429,41.5778835,"Region_5",16.39880261,"NO","UMW","NATURAL",14.28954542,275.37,4050001,"NLA_IN-10022","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",99.5087663246948,0.000128507174983937,1.29141561824433e-06
"604","NLA06608-0989",8098,"7/31/2007",0.856,56,1,"PROB_Lake",-77.63605473,37.12269729,"Region_3",18.68349386,"NO","SAP","MAN-MADE",34.29099043,61.6,3010201,"NLA_VA-10025","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",33.8013904658487,6.1112300992361e-05,1.80798186554207e-06
"605","NLA06608-0990",8099,"7/30/2007",0.96,40,1,"PROB_Lake",-94.33981178,46.23667971,"Region_5",116.1182748,"NO","UMW","NATURAL",144.047068,357.17,7010104,"NLA_MN-10055","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",53.0713420398372,6.85371599914328e-05,1.29141561824433e-06
"606","NLA06608-0993",8100,"9/20/2007",0.551,1,1,"PROB_Lake",-74.44475781,44.15403952,"Region_2",90.55644134,"YES","NAP","NATURAL",60.23463907,544.95,4150305,"NLA_NY-10013","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",1218.42956099793,3.93374741200828e-05,3.22853904561083e-08
"607","NLA06608-0994",8101,"8/23/2007",0.214,5,1,"PROB_Lake",-72.08861587,43.10063504,"Region_1",22.36614373,"YES","NAP","NATURAL",300.8289036,395,1070003,"NLA_NH-10016","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",94.6438933043764,1.52780752480902e-05,1.61426952280542e-07
"608","NLA06608-0996",8102,"6/26/2007",0.449,9,1,"PROB_Lake",-104.8975432,36.47751354,"Region_6",14.22581185,"NO","SPL","MAN-MADE",13.2226546,1945,11080002,"NLA_NM-10015","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",110.319595258736,3.20554008709931e-05,2.90568514104975e-07
"609","NLA06608-0997",8103,"8/3/2007",0.204,4,1,"PROB_Lake",-73.1843614,43.7347358,"Region_1",86.19350435,"YES","NAP","NATURAL",38.45795475,187.88,2010001,"NLA_VT-10012","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",112.776601834654,1.45641464981795e-05,1.29141561824433e-07
"610","NLA06608-1001",8105,"6/15/2007",0.416,24,1,"PROB_Lake",-80.6282663,34.32056025,"Region_4",60.65422715,"YES","CPL","MAN-MADE",11.08993164,65.79,3050104,"NLA_SC-10007","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",38.3293025843269,2.96994359962876e-05,7.748493709466e-07
"611","NLA06608-1002",8106,"6/28/2007",1.536,378,1,"PROB_Lake",-109.1837945,47.64355769,"Region_8",163.17263,"NO","NPL","MAN-MADE",6.359552292,985.37,10040101,"NLA_MT-10041","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","1: OLIGOTROPHIC (<= 2 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",8.98562404907297,0.000109659455986293,1.22038775924089e-05
"612","NLA06608-1003",8107,"7/23/2007",0.524,12,1,"PROB_Lake",-86.21029029,42.08118015,"Region_5",30.12411154,"YES","UMW","NATURAL",81.73774892,232.46,4050001,"NLA_MI-10034","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",96.5603584335927,3.74098664953238e-05,3.874246854733e-07
"613","NLA06608-1005",8108,"7/19/2007",0.425,40,1,"PROB_Lake",-77.88158812,37.95715701,"Region_3",386.8879495,"NO","SAP","MAN-MADE",6.576122886,91.42,2080106,"NLA_VA-10026","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",23.4951253822196,3.03419718712073e-05,1.29141561824433e-06
"614","NLA06608-1006",8109,"6/19/2007",3.391,278,1,"PROB_Lake",-100.0594809,47.23309947,"Region_8",21.96428238,"NO","NPL","NATURAL",230.4899332,583.22,10130103,"NLA_ND-10039","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",26.9731596008825,0.000242093239094738,8.97533854679812e-06
"615","NLA06608-1007",8110,"8/2/2007",0.479,30,1,"PROB_Lake",-83.77648752,38.93435896,"Region_5",13.2939798,"YES","TPL","MAN-MADE",126.5766874,295.58,5090201,"NLA_OH-10022","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",35.3071844959473,3.41971871207254e-05,9.6856171368325e-07
"616","NLA06608-1008",8111,"7/12/2007",0.086,4,1,"PROB_Lake",-112.3069538,47.88008342,"Region_8",2.212647044,"NO","NPL","MAN-MADE",148.2739359,1258.03,10030205,"NLA_MT-10042","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",47.5430772440208,6.13978724923253e-06,1.29141561824433e-07
"617","NLA06608-1010",8112,"8/9/2007",0.901,38,1,"PROB_Lake",-73.28915784,41.44985958,"Region_1",8.828334474,"YES","NAP","MAN-MADE",382.3324525,30.71,1100005,"NLA_CT-10015","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",52.4312271687427,6.43249803669594e-05,1.22684483733212e-06
"618","NLA06608-1012",8113,"10/17/2007",0.88,41,1,"PROB_Lake",-93.85323148,40.39202891,"Region_7",21.69128674,"NO","TPL","MAN-MADE",10.6494952,270.07,10280102,"NLA_MO-10025","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",47.4621758079845,6.28257299921468e-05,1.32370100870044e-06
"619","NLA06608-1014",8114,"9/13/2007",0.568,15,1,"PROB_Lake",-83.84598941,42.58198097,"Region_5",3.743461174,"YES","UMW","NATURAL",120.0881001,291.26,4080203,"NLA_MI-10035","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",83.7347841072987,4.05511529949311e-05,4.84280856841625e-07
"620","NLA06608-1015",8115,"8/14/2007",1.704,77,1,"PROB_Lake",-94.66049019,43.13964644,"Region_7",6.699306329,"YES","TPL","NATURAL",362.6213352,372.61,7100002,"NLA_IA-10021","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",48.9359127899798,0.000121653458984793,2.48597506512034e-06
"621","NLA06608-1016",8116,"7/23/2007",0.749,69,1,"PROB_Lake",-96.55655629,35.87344908,"Region_6",9.346499571,"NO","SPL","MAN-MADE",27.20978936,265.63,11100303,"NLA_OK-10036","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",24.003885982994,5.34732633683158e-05,2.22769194147147e-06
"622","NLA06608-1018",8117,"8/2/2007",1.174,36,1,"PROB_Lake",-90.98970016,47.66725682,"Region_5",285.5891281,"NO","UMW","NATURAL",42.06096149,511.99,4010101,"NLA_MN-10056","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",72.1131430032047,8.38152352395231e-05,1.1622740564199e-06
"623","NLA06608-1022",8118,"7/10/2007",5.003,553,1,"PROB_Lake",-99.05940629,47.13645291,"Region_8",81.78952116,"NO","NPL","NATURAL",14.08277712,570.1,10160002,"NLA_ND-10040","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",20.0057206318042,0.000357178553580353,1.78538209222279e-05
"624","NLA06608-1024",8119,"8/7/2007",0.439,19,1,"PROB_Lake",-99.71392205,48.8960231,"Region_8",679.7800111,"NO","TPL","NATURAL",4.715496925,625.92,9010004,"NLA_ND-10041","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",51.092805165545,3.13414721210823e-05,6.13422418666058e-07
"625","NLA06608-1034",8120,"8/16/2007",0.563,5,1,"PROB_Lake",-83.3105724,42.74496123,"Region_5",123.5177874,"YES","UMW","NATURAL",11.22238884,301.57,4090003,"NLA_MI-10036","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",248.99304640357,4.01941886199757e-05,1.61426952280542e-07
"626","NLA06608-1035",8121,"8/14/2007",4.348,160,1,"PROB_Lake",-94.69023855,43.30580348,"Region_7",6.08408436,"NO","TPL","NATURAL",92.81495307,386.6,7100002,"NLA_IA-10022","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","3:MOST DISTURBED",60.092238330524,0.000310416220461198,5.16566247297733e-06
"627","NLA06608-1036",8122,"6/14/2007",0.856,94,1,"PROB_Lake",-95.2899994,39.01484504,"Region_7",31.29402083,"YES","TPL","NATURAL",11.84427077,250.08,10270104,"NLA_KS-10028","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",20.1369985753992,6.1112300992361e-05,3.03482670287418e-06
"628","NLA06608-1037",8123,"9/5/2007",0.441,25,1,"PROB_Lake",-74.13720525,40.30650105,"Region_2",60.13864954,"YES","CPL","MAN-MADE",216.2564885,0,2030104,"NLA_NJ-10010","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",39.0074363992804,3.14842578710645e-05,8.07134761402708e-07
"629","NLA06608-1038",8124,"8/3/2007",0.561,20,1,"PROB_Lake",-91.60874473,47.76285371,"Region_5",105.454706,"NO","UMW","NATURAL",75.18450914,484.34,9030001,"NLA_MN-10057","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",62.0271310090598,4.00514028699936e-05,6.45707809122167e-07
"630","NLA06608-1039",8125,"8/28/2007",1.454,81,1,"PROB_Lake",-84.47502308,33.29231012,"Region_4",70.27214413,"YES","SAP","MAN-MADE",16.80078816,244,3130005,"NLA_GA-10015","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",39.6943062376149,0.000103805240237024,2.61511662694477e-06
"631","NLA06608-1041",8126,"8/16/2007",1.878,190,1,"PROB_Lake",-119.5926045,47.72869709,"Region_10",7.363183584,"NO","XER","NATURAL",75.18739617,559.27,17020012,"NLA_WA-10022","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",21.8570132348277,0.000134075819233241,6.13422418666058e-06
"632","NLA06608-1044",8127,"7/10/2007",0.344,54,1,"PROB_Lake",-87.94670174,34.83840643,"Region_4",8.555298752,"YES","CPL","MAN-MADE",16819.29547,126.19,6040001,"NLA_TN-10014","3: EUTROPHIC (>25-50 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",14.0868377019321,2.45591489969301e-05,1.74341108462985e-06
"633","NLA06608-1045",8128,"8/29/2007",0.236,6,1,"PROB_Lake",-77.14037466,42.49353258,"Region_2",8.418311244,"YES","NAP","NATURAL",4564.910063,217.44,4140201,"NLA_NY-10014","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",86.978032787511,1.68487184978939e-05,1.9371234273665e-07
"634","NLA06608-1047",8129,"6/26/2007",0.285,3,1,"PROB_Lake",-94.30727333,31.19359518,"Region_6",2.186087249,"NO","CPL","MAN-MADE",45650.68995,49.99,12020005,"NLA_TX-10035","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",210.074062241022,2.03469693724566e-05,9.6856171368325e-08
"635","NLA06608-1052",8130,"6/27/2007",1.329,295,1,"PROB_Lake",-99.18240152,39.61456971,"Region_7",4.093364492,"NO","SPL","MAN-MADE",1977.978547,527.53,10260012,"NLA_KS-10029","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",9.96212056086775,9.48811308631399e-05,9.52419018455196e-06
"636","NLA06608-1055",8131,"7/24/2007",1.477,88,1,"PROB_Lake",-81.46928239,39.92081406,"Region_5",43.63817416,"NO","SAP","MAN-MADE",10.3230291,244.75,5040005,"NLA_OH-10023","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",37.1147595610036,0.000105447276361819,2.84111436013753e-06
"637","NLA06608-1056",8132,"9/27/2007",0.464,22,1,"PROB_Lake",-91.45201074,38.08837452,"Region_7",5.134942418,"YES","SAP","MAN-MADE",114.9874631,271.02,7140103,"NLA_MO-10026","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",46.6384520956145,3.31262939958592e-05,7.10278590034383e-07
"638","NLA06608-1057",8133,"8/14/2007",0.028,1,1,"PROB_Lake",-121.094003,47.26690206,"Region_10",8.741017273,"NO","WMT","NATURAL",1816.322738,678.81,17030001,"NLA_WA-10023","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",61.9165657131434,1.99900049975012e-06,3.22853904561083e-08
"639","NLA06608-1058",8134,"9/5/2007",0.171,1,1,"PROB_Lake",-122.2142097,42.36491565,"Region_10",4.40366347,"NO","WMT","NATURAL",477.1466455,1510.93,18010203,"NLA_OR-10036","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",378.13331203384,1.2208181623474e-05,3.22853904561083e-08
"640","NLA06608-1059",8135,"7/30/2007",1.406,161,1,"PROB_Lake",-88.41583313,44.00551584,"Region_5",7.527925891,"YES","TPL","NATURAL",53988.61144,227.64,4030204,"NLA_WI-10034","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",19.311156032094,0.000100378382237453,5.19794786343344e-06
"641","NLA06608-1060",8136,"8/14/2007",2.372,243,1,"PROB_Lake",-88.83968274,37.66794161,"Region_5",453.208207,"NO","TPL","MAN-MADE",5.154350123,132.18,5140204,"NLA_IL-10018","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",21.5852577706608,0.000169343899478832,7.84534988083432e-06
"642","NLA06608-1060",8137,"8/14/2007",2.183,239,2,"PROB_Lake",-88.83968274,37.66794161,"Region_5",453.208207,"NO","TPL","MAN-MADE",5.154350123,132.18,5140204,"NLA_IL-10018","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",20.1978276975182,0.000155850646105519,7.71620831900989e-06
"643","NLA06608-1070",8138,"7/11/2007",1.183,774,1,"PROB_Lake",-97.23731774,46.09726783,"Region_8",87.25882266,"NO","TPL","NATURAL",256.2104237,330.05,9020105,"NLA_ND-10043","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",3.37981253408309,8.44577711144428e-05,2.49888922130278e-05
