"","SITE_ID","VISIT_ID","DATE_COL","NH4N_PPM","NO3N_PPM","NTL_PPM","PTL_PPB","CHLA_PPB","DOC_PPM","DIN_PPM","VISIT_NO","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME"
"587","NLA06608-0955",8080,2007-06-03,0.015,0.005,0.288,10,2.784,4.67,0.02,1,"PROB_Lake",-105.2328863,41.17631286,"Region_8",9.832508096,"NO","WMT","MAN-MADE",68.19465534,2196,10190009,"NLA_WY-10022","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",63.6856104478047,2.05611479974299e-05,1.07089312486614e-06,3.56964374955379e-07,3.22853904561083e-07,0.000388842631140716,1.42785749982152e-06,"Western Mountains"
"588","NLA06608-0957",8081,2007-06-21,0.018,0.034,0.276,8,2.16,3.79,0.052,1,"PROB_Lake",-80.56008707,39.30139975,"Region_3",16.30617827,"NO","SAP","MAN-MADE",12.08030772,349.82,5020002,"NLA_WV-10010","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",76.290054182266,1.97044334975369e-05,1.28507174983937e-06,2.42735774969658e-06,2.58283123648867e-07,0.000315570358034971,3.71242949953595e-06,"Southern Appalachians"
"589","NLA06608-0958",8082,2007-08-15,0.015,0.005,0.511,18,8.56,8.23,0.02,1,"PROB_Lake",-93.39164891,47.5916096,"Region_5",116.1182748,"NO","UMW","NATURAL",145.7551696,412.98,7010103,"NLA_MN-10054","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",62.7765180147149,3.64817591204398e-05,1.07089312486614e-06,3.56964374955379e-07,5.8113702820995e-07,0.00068526228143214,1.42785749982152e-06,"Upper Midwest"
"590","NLA06608-0961",8083,2007-07-25,0.005,0.005,0.189,11,3.64,2.26,0.01,1,"PROB_Lake",-116.6865573,47.48939455,"Region_10",3.664950899,"NO","WMT","NATURAL",91.93214973,647.4,17010303,"NLA_ID-10021","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","3:MOST DISTURBED",37.9942562330653,1.34932533733133e-05,3.56964374955379e-07,3.56964374955379e-07,3.55139295017192e-07,0.000188176519567027,7.13928749910759e-07,"Western Mountains"
"591","NLA06608-0962",8084,2007-07-17,0.011,0.005,0.19,6,1.396,1.93,0.016,1,"PROB_Lake",-111.7317,41.51816888,"Region_8",2.500256737,"NO","WMT","MAN-MADE",69.82459934,1640,16010203,"NLA_UT-10023","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",70.0246874136741,1.35646462483044e-05,7.85321624901835e-07,3.56964374955379e-07,1.9371234273665e-07,0.000160699417152373,1.14228599985721e-06,"Western Mountains"
"592","NLA06608-0967",8085,2007-07-30,0.049,0.005,1.998,1016,15.5,16.89,0.054,1,"PROB_Lake",-99.23771294,43.80089109,"Region_8",13.41307301,"NO","NPL","MAN-MADE",30.32187653,467.12,10140101,"NLA_SD-10036","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",4.34861144174847,0.00014264296423217,3.49825087456272e-06,3.56964374955379e-07,3.28019567034061e-05,0.00140632805995004,3.8552152495181e-06,"Northern Plains"
"593","NLA06608-0968",8086,2007-08-01,0.049,0.005,3.553,145,47.6,24.21,0.054,1,"PROB_Lake",-94.90058432,42.73174291,"Region_7",6.08408436,"NO","TPL","NATURAL",63.88252304,390.55,7100006,"NLA_IA-10020","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",54.1846201918223,0.000253658884843293,3.49825087456272e-06,3.56964374955379e-07,4.68138161613571e-06,0.0020158201498751,3.8552152495181e-06,"Temperate Plains"
"594","NLA06608-0970",8087,2007-06-10,0.015,0.005,0.14,3,0.86,2.53,0.02,1,"PROB_Lake",-109.8706018,43.0004446,"Region_8",10.82677028,"NO","WMT","NATURAL",731.5057636,2346,14040102,"NLA_WY-10023","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",103.194276188572,9.99500249875062e-06,1.07089312486614e-06,3.56964374955379e-07,9.6856171368325e-08,0.000210657785179017,1.42785749982152e-06,"Western Mountains"
"595","NLA06608-0971",8088,2007-07-26,0.01,0.005,0.787,54,28.584,4.19,0.015,1,"PROB_Lake",-85.28406916,40.11693151,"Region_5",7.382779885,"NO","TPL","MAN-MADE",487.2829591,292.29,5120201,"NLA_IN-10021","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",32.2277362541296,5.61861926179767e-05,7.13928749910759e-07,3.56964374955379e-07,1.74341108462985e-06,0.000348875936719401,1.07089312486614e-06,"Temperate Plains"
"596","NLA06608-0972",8089,2007-07-09,0.123,0.125,0.938,619,13.36,5.47,0.248,1,"PROB_Lake",-98.02578504,35.52857379,"Region_6",9.346499571,"YES","SPL","MAN-MADE",28.62602427,418.38,11100301,"NLA_OK-10034","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","3:MOST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",3.35089652890195,6.69665167416292e-05,8.78132362390233e-06,8.92410937388449e-06,1.99846566923311e-05,0.000455453788509575,1.77054329977868e-05,"Southern Plains"
"597","NLA06608-0974",8090,2007-07-16,0.014,0.005,0.101,4,1.684,4.36,0.019,1,"PROB_Lake",-88.19188615,46.47568516,"Region_5",34.38911844,"NO","UMW","NATURAL",93.91444892,516.99,4030107,"NLA_MI-10033","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",55.8354744377454,7.21068037409867e-06,9.99500249875062e-07,3.56964374955379e-07,1.29141561824433e-07,0.000363030807660283,1.35646462483044e-06,"Upper Midwest"
"598","NLA06608-0979",8091,2007-05-30,0.055,0.005,0.952,68,3.754,7.52,0.06,1,"PROB_Lake",-103.5206581,43.76802869,"Region_8",3.957354262,"NO","WMT","MAN-MADE",45.95921044,1581.8,10120109,"NLA_SD-10037","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",30.9582828565717,6.79660169915042e-05,3.92660812450917e-06,3.56964374955379e-07,2.19540655101537e-06,0.000626144879267277,4.28357249946455e-06,"Western Mountains"
"599","NLA06608-0980",8092,2007-07-12,0.027,0.005,0.923,176,84,7.54,0.032,1,"PROB_Lake",-88.68475272,37.39564741,"Region_5",50.01411312,"NO","TPL","MAN-MADE",27.94800931,111.25,5140203,"NLA_IL-10017","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",11.5967918330421,6.58956236167631e-05,1.92760762475905e-06,3.56964374955379e-07,5.68222872027507e-06,0.000627810158201499,2.28457199971443e-06,"Temperate Plains"
"600","NLA06608-0982",8094,2007-08-14,0.005,0.005,0.248,6,2.08,5.36,0.01,1,"PROB_Lake",-71.81133018,44.44651471,"Region_1",31.82722929,"NO","NAP","NATURAL",82.15989526,312.89,1080101,"NLA_VT-10011","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",91.4006446241641,1.77054329977868e-05,3.56964374955379e-07,3.56964374955379e-07,1.9371234273665e-07,0.000446294754371357,7.13928749910759e-07,"Northern Appalachians"
"601","NLA06608-0984",8095,2007-09-26,0.015,0.005,0.878,115,32.64,6.25,0.02,1,"PROB_Lake",-94.93952456,33.88536118,"Region_6",50.63608817,"NO","CPL","MAN-MADE",10.4368743,113.29,11140106,"NLA_OK-10035","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",16.8828399677453,6.26829442421646e-05,1.07089312486614e-06,3.56964374955379e-07,3.71281990245246e-06,0.000520399666944213,1.42785749982152e-06,"Coastal Plains"
"602","NLA06608-0986",8096,2007-07-18,0.015,0.005,0.186,7,5.216,3.14,0.02,1,"PROB_Lake",-89.43472797,31.30046077,"Region_4",26.61974487,"YES","CPL","MAN-MADE",82.0562952,89.99,3170007,"NLA_MS-10011","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",58.7575572583912,1.32790747483401e-05,1.07089312486614e-06,3.56964374955379e-07,2.25997733192758e-07,0.000261448792672773,1.42785749982152e-06,"Coastal Plains"
"603","NLA06608-0987",8097,2007-07-30,0.021,0.005,1.8,40,38.304,12.8,0.026,1,"PROB_Lake",-85.66354429,41.5778835,"Region_5",16.39880261,"NO","UMW","NATURAL",14.28954542,275.37,4050001,"NLA_IN-10022","EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",99.5087663246948,0.000128507174983937,1.49925037481259e-06,3.56964374955379e-07,1.29141561824433e-06,0.00106577851790175,1.85621474976797e-06,"Upper Midwest"
"604","NLA06608-0989",8098,2007-07-31,0.014,0.005,0.856,56,65.2,6.04,0.019,1,"PROB_Lake",-77.63605473,37.12269729,"Region_3",18.68349386,"NO","SAP","MAN-MADE",34.29099043,61.6,3010201,"NLA_VA-10025","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",33.8013904658487,6.1112300992361e-05,9.99500249875062e-07,3.56964374955379e-07,1.80798186554207e-06,0.000502914238134888,1.35646462483044e-06,"Southern Appalachians"
"605","NLA06608-0990",8099,2007-07-30,0.015,0.005,0.96,40,20.32,7.29,0.02,1,"PROB_Lake",-94.33981178,46.23667971,"Region_5",116.1182748,"NO","UMW","NATURAL",144.047068,357.17,7010104,"NLA_MN-10055","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",53.0713420398372,6.85371599914328e-05,1.07089312486614e-06,3.56964374955379e-07,1.29141561824433e-06,0.00060699417152373,1.42785749982152e-06,"Upper Midwest"
"606","NLA06608-0993",8100,2007-09-20,0.011,0.302,0.551,1,0.528,3.21,0.313,1,"PROB_Lake",-74.44475781,44.15403952,"Region_2",90.55644134,"YES","NAP","NATURAL",60.23463907,544.95,4150305,"NLA_NY-10013","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",1218.42956099793,3.93374741200828e-05,7.85321624901835e-07,2.15606482473049e-05,3.22853904561083e-08,0.000267277268942548,2.23459698722068e-05,"Northern Appalachians"
"607","NLA06608-0994",8101,2007-08-23,0.019,0.005,0.214,5,3.744,4.28,0.024,1,"PROB_Lake",-72.08861587,43.10063504,"Region_1",22.36614373,"YES","NAP","NATURAL",300.8289036,395,1070003,"NLA_NH-10016","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",94.6438933043764,1.52780752480902e-05,1.35646462483044e-06,3.56964374955379e-07,1.61426952280542e-07,0.000356369691923397,1.71342899978582e-06,"Northern Appalachians"
"608","NLA06608-0996",8102,2007-06-26,0.022,0.005,0.449,9,2.352,6.61,0.027,1,"PROB_Lake",-104.8975432,36.47751354,"Region_6",14.22581185,"NO","SPL","MAN-MADE",13.2226546,1945,11080002,"NLA_NM-10015","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",110.319595258736,3.20554008709931e-05,1.57064324980367e-06,3.56964374955379e-07,2.90568514104975e-07,0.0005503746877602,1.92760762475905e-06,"Southern Plains"
"609","NLA06608-0997",8103,2007-08-03,0.005,0.005,0.204,4,1.504,2.64,0.01,1,"PROB_Lake",-73.1843614,43.7347358,"Region_1",86.19350435,"YES","NAP","NATURAL",38.45795475,187.88,2010001,"NLA_VT-10012","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",112.776601834654,1.45641464981795e-05,3.56964374955379e-07,3.56964374955379e-07,1.29141561824433e-07,0.000219816819317236,7.13928749910759e-07,"Northern Appalachians"
"610","NLA06608-1001",8105,2007-06-15,0.012,0.005,0.416,24,5.28,5.81,0.017,1,"PROB_Lake",-80.6282663,34.32056025,"Region_4",60.65422715,"YES","CPL","MAN-MADE",11.08993164,65.79,3050104,"NLA_SC-10007","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",38.3293025843269,2.96994359962876e-05,8.56714499892911e-07,3.56964374955379e-07,7.748493709466e-07,0.000483763530391341,1.21367887484829e-06,"Coastal Plains"
"611","NLA06608-1002",8106,2007-06-28,0.057,0.005,1.536,378,1.136,17.81,0.062,1,"PROB_Lake",-109.1837945,47.64355769,"Region_8",163.17263,"NO","NPL","MAN-MADE",6.359552292,985.37,10040101,"NLA_MT-10041","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",8.98562404907297,0.000109659455986293,4.06939387449133e-06,3.56964374955379e-07,1.22038775924089e-05,0.00148293089092423,4.4263582494467e-06,"Northern Plains"
"612","NLA06608-1003",8107,2007-07-23,0.012,0.005,0.524,12,3.816,5.62,0.017,1,"PROB_Lake",-86.21029029,42.08118015,"Region_5",30.12411154,"YES","UMW","NATURAL",81.73774892,232.46,4050001,"NLA_MI-10034","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",96.5603584335927,3.74098664953238e-05,8.56714499892911e-07,3.56964374955379e-07,3.874246854733e-07,0.000467943380516236,1.21367887484829e-06,"Upper Midwest"
"613","NLA06608-1005",8108,2007-07-19,0.019,0.005,0.425,40,22.88,4.28,0.024,1,"PROB_Lake",-77.88158812,37.95715701,"Region_3",386.8879495,"NO","SAP","MAN-MADE",6.576122886,91.42,2080106,"NLA_VA-10026","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",23.4951253822196,3.03419718712073e-05,1.35646462483044e-06,3.56964374955379e-07,1.29141561824433e-06,0.000356369691923397,1.71342899978582e-06,"Southern Appalachians"
"614","NLA06608-1006",8109,2007-06-19,0.01,0.195,3.391,278,34.2,26.51,0.205,1,"PROB_Lake",-100.0594809,47.23309947,"Region_8",21.96428238,"NO","NPL","NATURAL",230.4899332,583.22,10130103,"NLA_ND-10039","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",26.9731596008825,0.000242093239094738,7.13928749910759e-07,1.39216106232598e-05,8.97533854679812e-06,0.00220732722731057,1.46355393731706e-05,"Northern Plains"
"615","NLA06608-1007",8110,2007-08-02,0.011,0.005,0.479,30,9.26,5.45,0.016,1,"PROB_Lake",-83.77648752,38.93435896,"Region_5",13.2939798,"YES","TPL","MAN-MADE",126.5766874,295.58,5090201,"NLA_OH-10022","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",35.3071844959473,3.41971871207254e-05,7.85321624901835e-07,3.56964374955379e-07,9.6856171368325e-07,0.000453788509575354,1.14228599985721e-06,"Temperate Plains"
"616","NLA06608-1008",8111,2007-07-12,0.013,0.005,0.086,4,0.52,1.8,0.018,1,"PROB_Lake",-112.3069538,47.88008342,"Region_8",2.212647044,"NO","NPL","MAN-MADE",148.2739359,1258.03,10030205,"NLA_MT-10042","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",47.5430772440208,6.13978724923253e-06,9.28107374883987e-07,3.56964374955379e-07,1.29141561824433e-07,0.000149875104079933,1.28507174983937e-06,"Northern Plains"
"617","NLA06608-1010",8112,2007-08-09,0.005,0.218,0.901,38,22.72,2.88,0.223,1,"PROB_Lake",-73.28915784,41.44985958,"Region_1",8.828334474,"YES","NAP","MAN-MADE",382.3324525,30.71,1100005,"NLA_CT-10015","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",52.4312271687427,6.43249803669594e-05,3.56964374955379e-07,1.55636467480545e-05,1.22684483733212e-06,0.000239800166527893,1.59206111230099e-05,"Northern Appalachians"
"618","NLA06608-1012",8113,2007-10-17,0.139,0.083,0.88,41,7.19,8.47,0.222,1,"PROB_Lake",-93.85323148,40.39202891,"Region_7",21.69128674,"NO","TPL","MAN-MADE",10.6494952,270.07,10280102,"NLA_MO-10025","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",47.4621758079845,6.28257299921468e-05,9.92360962375955e-06,5.9256086242593e-06,1.32370100870044e-06,0.000705245628642798,1.58492182480188e-05,"Temperate Plains"
"619","NLA06608-1014",8114,2007-09-13,0.014,0.005,0.568,15,9.813,7.65,0.019,1,"PROB_Lake",-83.84598941,42.58198097,"Region_5",3.743461174,"YES","UMW","NATURAL",120.0881001,291.26,4080203,"NLA_MI-10035","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",83.7347841072987,4.05511529949311e-05,9.99500249875062e-07,3.56964374955379e-07,4.84280856841625e-07,0.000636969192339717,1.35646462483044e-06,"Upper Midwest"
"620","NLA06608-1015",8115,2007-08-14,0.013,0.005,1.704,77,66.24,7.47,0.018,1,"PROB_Lake",-94.66049019,43.13964644,"Region_7",6.699306329,"YES","TPL","NATURAL",362.6213352,372.61,7100002,"NLA_IA-10021","EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",48.9359127899798,0.000121653458984793,9.28107374883987e-07,3.56964374955379e-07,2.48597506512034e-06,0.000621981681931724,1.28507174983937e-06,"Temperate Plains"
"621","NLA06608-1016",8116,2007-07-23,0.056,0.005,0.749,69,21.44,10.75,0.061,1,"PROB_Lake",-96.55655629,35.87344908,"Region_6",9.346499571,"NO","SPL","MAN-MADE",27.20978936,265.63,11100303,"NLA_OK-10036","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",24.003885982994,5.34732633683158e-05,3.99800099950025e-06,3.56964374955379e-07,2.22769194147147e-06,0.000895087427144047,4.35496537445563e-06,"Southern Plains"
"622","NLA06608-1018",8117,2007-08-02,0.013,0.005,1.174,36,7.56,12.42,0.018,1,"PROB_Lake",-90.98970016,47.66725682,"Region_5",285.5891281,"NO","UMW","NATURAL",42.06096149,511.99,4010101,"NLA_MN-10056","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",72.1131430032047,8.38152352395231e-05,9.28107374883987e-07,3.56964374955379e-07,1.1622740564199e-06,0.00103413821815154,1.28507174983937e-06,"Upper Midwest"
"623","NLA06608-1022",8118,2007-07-10,0.061,0.005,5.003,553,138.24,28.58,0.066,1,"PROB_Lake",-99.05940629,47.13645291,"Region_8",81.78952116,"NO","NPL","NATURAL",14.08277712,570.1,10160002,"NLA_ND-10040","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",20.0057206318042,0.000357178553580353,4.35496537445563e-06,3.56964374955379e-07,1.78538209222279e-05,0.0023796835970025,4.71192974941101e-06,"Northern Plains"
"624","NLA06608-1024",8119,2007-08-07,0.153,0.005,0.439,19,6.656,24.01,0.158,1,"PROB_Lake",-99.71392205,48.8960231,"Region_8",679.7800111,"NO","TPL","NATURAL",4.715496925,625.92,9010004,"NLA_ND-10041","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",51.092805165545,3.13414721210823e-05,1.09231098736346e-05,3.56964374955379e-07,6.13422418666058e-07,0.00199916736053289,1.128007424859e-05,"Temperate Plains"
"625","NLA06608-1034",8120,2007-08-16,0.012,0.005,0.563,5,1.984,8.91,0.017,1,"PROB_Lake",-83.3105724,42.74496123,"Region_5",123.5177874,"YES","UMW","NATURAL",11.22238884,301.57,4090003,"NLA_MI-10036","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",248.99304640357,4.01941886199757e-05,8.56714499892911e-07,3.56964374955379e-07,1.61426952280542e-07,0.00074188176519567,1.21367887484829e-06,"Upper Midwest"
"626","NLA06608-1035",8121,2007-08-14,0.027,0.005,4.348,160,255.6,14.71,0.032,1,"PROB_Lake",-94.69023855,43.30580348,"Region_7",6.08408436,"NO","TPL","NATURAL",92.81495307,386.6,7100002,"NLA_IA-10022","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","3:MOST DISTURBED",60.092238330524,0.000310416220461198,1.92760762475905e-06,3.56964374955379e-07,5.16566247297733e-06,0.0012248126561199,2.28457199971443e-06,"Temperate Plains"
"627","NLA06608-1036",8122,2007-06-14,0.017,0.005,0.856,94,39.888,5.09,0.022,1,"PROB_Lake",-95.2899994,39.01484504,"Region_7",31.29402083,"YES","TPL","NATURAL",11.84427077,250.08,10270104,"NLA_KS-10028","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",20.1369985753992,6.1112300992361e-05,1.21367887484829e-06,3.56964374955379e-07,3.03482670287418e-06,0.000423813488759367,1.57064324980367e-06,"Temperate Plains"
"628","NLA06608-1037",8123,2007-09-05,0.005,0.005,0.441,25,10.56,3.28,0.01,1,"PROB_Lake",-74.13720525,40.30650105,"Region_2",60.13864954,"YES","CPL","MAN-MADE",216.2564885,0,2030104,"NLA_NJ-10010","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",39.0074363992804,3.14842578710645e-05,3.56964374955379e-07,3.56964374955379e-07,8.07134761402708e-07,0.000273105745212323,7.13928749910759e-07,"Coastal Plains"
"629","NLA06608-1038",8124,2007-08-03,0.013,0.005,0.561,20,4,13.3,0.018,1,"PROB_Lake",-91.60874473,47.76285371,"Region_5",105.454706,"NO","UMW","NATURAL",75.18450914,484.34,9030001,"NLA_MN-10057","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",62.0271310090598,4.00514028699936e-05,9.28107374883987e-07,3.56964374955379e-07,6.45707809122167e-07,0.00110741049125729,1.28507174983937e-06,"Upper Midwest"
