"","X","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PCT_DEVELOPED_BSN","PCT_AGRIC_BSN","PTL_COND","NTL_COND","CHLA_COND","REFERENCE"
"512",512,2010695,"NLA17_GA-10026",1,"2017-08-08",3.34,0.1041,58.6,1.063,0.124,81.7425,0.2281,"PROB","SAP","Southern Appalachians",-84.0932,33.83376,"Region_04",33.17388494,"Urban","MAN_MADE",14.29574,247,3070103,"NLA_GA-10063",28.7563775414396,0.0000758906261155137,0.00000885271649889341,0.000007431998286571,0.00000263908852935844,0.000278101582014987,0.0000162847147854644,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",72.180805888,0.585071247,"Poor","Poor","Poor",NA
"513",513,2010696,"NLA17_MN-10011",1,"2017-08-08",4.89,0,3.17,0.585,0.011,16.12875,0.011,"PROB","UMW","Upper Midwest",-95.84002,46.41943,"Region_05",410.6369815,"Non-Urban","NATURAL",34.54004,405,9030007,"NLA_MN-10066",80.2054692534159,0.0000417648318697794,0.000000785321624901835,0,0.000000520722991318957,0.000407160699417152,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",3.947368421,36.321271925,"Good","Good","Good",NA
"514",514,2010697,"NLA17_MO-10005",1,"2017-08-08",3.38,0,4.79,0.379,0.026,21.22,0.026,"PROB","SAP","Southern Appalachians",-90.58851,37.64848,"Region_07",22.78265683,"Non-Urban","MAN_MADE",70.64731,323,7120004,"NLA_MO-10010",39.4950491539002,0.0000270578996216178,0.00000185621474976797,0,0.000000685095985478619,0.00028143213988343,0.00000185621474976797,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",14.832041345,11.88630491,"Fair","Fair","Good",NA
"515",515,2010698,"NLA17_MN-10001",2,"2017-08-08",9.49,0,6.26,0.483,0.011,17.9,0.011,"PROB","UMW","Upper Midwest",-93.40415,47.59802,"Region_05",143.2428323,"Non-Urban","NATURAL",145.7553,412,5140204,"NLA_MN-10054",59.6681988017723,0.0000344827586206897,0.000000785321624901835,0,0.000000577908489164339,0.000790174854288093,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",3.30634278,0.04048583,"Good","Good","Good",NA
"516",516,2010699,"NLA17_OR-10093",1,"2017-08-08",7.13,0,81.44,2.18,0.028,183.195,0.028,"PROB","WMT","Western Mountains",-124.0779,42.88981,"Region_10",14.43240821,"Non-Urban","MAN_MADE",7.451047,85,17100305,"NLA_OR-10014",26.3142929771658,0.000155636467480545,0.00000199900049975012,0,0.00000591452210460676,0.000593671940049958,0.00000199900049975012,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",17.174515232,0,"Poor","Poor","Poor",NA
"517",517,2010700,"NLA17_TN-10015",1,"2017-08-09",3.03,0,1.31,0.28,0.013,15.22375,0.013,"PROB","SAP","Southern Appalachians",-84.64917,35.23608,"Region_04",269.0825609,"Urban","MAN_MADE",1.336267,225,10160006,"NLA_TN-10048",40.6710342150544,0.0000199900049975012,0.000000928107374883987,0,0.000000491504712956179,0.000252289758534555,0.000000928107374883987,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",2.941176471,11.02941176,"Good","Fair","Good",NA
"518",518,2010701,"NLA17_MN-10193",1,"2017-08-09",16.84,0,40.96,0.944,0.019,138.71,0.019,"PROB","UMW","Upper Midwest",-93.93337,46.43534,"Region_05",631.4758589,"Non-Urban","NATURAL",3.508788,385,7010102,"NLA_MN-10185",15.0491874190777,0.0000673948739915756,0.00000135646462483044,0,0.00000447830651016679,0.00140216486261449,0.00000135646462483044,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0,60.71428571,"Poor","Poor","Poor",NA
"519",519,2010702,"NLA17_AZ-10006",2,"2017-08-08",10.65,0.0087,38.08,1.196,0.043,467.9925,0.0517,"PROB","WMT","Western Mountains",-109.0851,33.8306,"Region_09",5.769101622,"Non-Urban","MAN_MADE",48.44853,2403,15040004,"NLA_AZ-10083",5.65120568880603,0.0000853858784893268,0.00000306989362461626,0.00000062111801242236,0.0000151093205930303,0.000886761032472939,0.00000369101163703862,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",2.184644572,0,"Poor","Poor","Poor",NA
"520",520,2010703,"NLA17_TX-10005",1,"2017-08-09",7.98,0,22.88,0.45,0.016,26.145,0.016,"PROB","CPL","Coastal Plains",-95.89431,32.08996,"Region_06",863.3490225,"Non-Urban","MAN_MADE",5.361168,116,12030201,"NLA_TX-10018",38.06034282834,0.0000321267937459842,0.00000114228599985721,0,0.000000844101533474952,0.000664446294754371,0.00000114228599985721,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",2.850162866,19.381107487,"Good","Good","Fair",NA
"521",521,2010704,"NLA17_SD-10105",1,"2017-08-08",18.88,0,316.8,6.413,0.039,1231.155,0.039,"PROB","TPL","Temperate Plains",-97.33929,44.07944,"Region_08",169.395425,"Non-Urban","MAN_MADE",1.599124,532,10170102,"NLA_SD-10245",11.518537352509,0.00045784250731777,0.00000278432212465196,0,0.00003974831988699,0.00157202331390508,0.00000278432212465196,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0,100,"Poor","Poor","Poor",NA
"522",522,2010705,"NLA17_SD-10090",1,"2017-08-09",42.1,0,6.78,4.019,0.085,340.24875,0.085,"PROB","NPL","Northern Plains",-100.9471,44.38735,"Region_08",201.5666828,"Non-Urban","MAN_MADE",1.512269,625,10140102,"NLA_SD-10230",26.1198269964384,0.000286927964589134,0.00000606839437424145,0,0.0000109850637459528,0.00350541215653622,0.00000606839437424145,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",2.355072464,59.13043478,"Poor","Poor","Good",NA
"523",523,2010706,"NLA17_ME-10029",1,"2017-08-09",3.85,0,2.12,0.2,0.007,7.635,0.007,"PROB","NAP","Northern Appalachians",-68.06507,46.03359,"Region_01",147.2322859,"Non-Urban","NATURAL",162.4683,189,1020003,"NLA_ME-10064",57.9254988428697,0.0000142785749982152,0.000000499750124937531,0,0.000000246498956132387,0.000320566194837635,0.000000499750124937531,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0.906821701,0.180100477,"Good","Good","Good",NA
"524",524,2010707,"NLA17_PA-10030",1,"2017-08-09",16.74,0,30.72,0.619,0.018,50.275,0.018,"PROB","NAP","Northern Appalachians",-74.99911,41.20441,"Region_03",44.27557804,"Urban","NATURAL",47.27,378,2040104,"NLA_PA-10055",27.2262230421509,0.000044192189619476,0.00000128507174983937,0,0.00000162314800518085,0.00139383846794338,0.00000128507174983937,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",2.920492468,0,"Poor","Fair","Poor",NA
"525",525,2010708,"NLA17_NE-10064",1,"2017-08-09",4.12,0,25.87,0.728,0.01,83.7175,0.01,"PROB","SPL","Southern Plains",-99.37635,40.6848,"Region_07",262.6112378,"Non-Urban","MAN_MADE",3.189868,684,10200101,"NLA_NE-10198",19.2293213311641,0.0000519740129935032,0.000000713928749910759,0,0.00000270285217550925,0.000343047460449625,0.000000713928749910759,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0.840336134,0,"Poor","Fair","Poor",NA
"526",526,2010709,"NLA17_MN-10004",1,"2017-08-09",5.95,0,2.98,0.638,0.011,19.5825,0.011,"PROB","UMW","Upper Midwest",-95.39661,45.91673,"Region_05",6.982248178,"Urban","NATURAL",467.7618,412,5140203,"NLA_MN-10076",72.0445896025707,0.0000455486542443064,0.000000785321624901835,0,0.000000632228658606741,0.000495420482930891,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",6.471912988,46.42729782,"Good","Good","Good",NA
"527",527,2010710,"NLA17_MO-10006",2,"2017-08-09",4.59,0,13.46,0.595,0.01,30.495,0.01,"PROB","SAP","Southern Appalachians",-91.88282,36.65984,"Region_07",62.00026584,"Non-Urban","MAN_MADE",21.27236,324,11010010,"NLA_MO-10044",43.1456639253746,0.0000424787606196902,0.000000713928749910759,0,0.000000984542981959023,0.00038218151540383,0.000000713928749910759,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",5.267576076,49.2339979,"Fair","Poor","Poor",NA
"528",528,2010711,"NLA17_MT-10011",1,"2017-08-09",0.8,0.0206,0.61,0.104,0.006,1.0775,0.0266,"PROB","WMT","Western Mountains",-114.3227,48.95316,"Region_08",79.94830779,"Non-Urban","NATURAL",684.4518,1222,17010206,"NLA_MT-10136",213.434631560057,0.00000742485899907189,0.000000428357249946455,0.00000147069322481616,0.0000000347875082164567,0.0000666111573688593,0.00000189905047476262,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good",NA
"529",529,2010712,"NLA17_GA-10039",1,"2017-08-09",4.04,0,10.75,0.243,0.007,23.56,0.007,"PROB","SAP","Southern Appalachians",-84.94634,33.79051,"Region_04",33.17388494,"Urban","MAN_MADE",16.24394,316,3130002,"NLA_GA-10076",22.8076119759487,0.0000173484686228314,0.000000499750124937531,0,0.000000760643799145912,0.000336386344712739,0.000000499750124937531,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)",4.458239278,6.693002257,"Fair","Good","Fair",NA
"530",530,2010713,"NLA17_MS-10004",1,"2017-08-09",8.86,0.0222,60.5,1.596,0.312,151.1075,0.3342,"PROB","CPL","Coastal Plains",-90.3549,33.14568,"Region_04",23.24845854,"Non-Urban","NATURAL",77.48475,32,9030001,"NLA_MS-10010",23.3558509382339,0.000113943028485757,0.0000222745769972157,0.00000158492182480188,0.00000487856463834639,0.000737718567860117,0.0000238594988220176,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",4.628999319,23.17903336,"Poor","Poor","Poor",NA
"531",531,2010714,"NLA17_AR-10021",1,"2017-08-10",7.45,0,96.4,1.834,0.014,246.03125,0.014,"PROB","CPL","Coastal Plains",-94.14226,33.63998,"Region_06",10.74919914,"Urban","MAN_MADE",18.19036,88,11140106,"NLA_AR-10043",16.4838208732057,0.000130934532733633,0.000000999500249875062,0,0.0000079432149706544,0.000620316402997502,0.000000999500249875062,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",4.175035868,48.09182209,"Poor","Poor","Poor",NA
"532",532,2010715,"NLA17_RI-10010",2,"2017-08-10",7.05,0,16.32,0.56,0.037,28.77125,0.037,"PROB","NAP","Northern Appalachians",-71.51382,41.45032,"Region_01",33.9796927,"Urban","MAN_MADE",4.977113,33,1090005,"NLA_RI-10052",43.0405809362773,0.0000399800099950025,0.00000264153637466981,0,0.000000928891040160307,0.000587010824313072,0.00000264153637466981,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",43.57017029,2.52495596,"Poor","Fair","Poor",NA
"533",533,2010716,"NLA17_NC-10002",1,"2017-08-10",1.01,0,2.01,0.084,0.006,6.62375,0.006,"PROB","SAP","Southern Appalachians",-83.67998,35.1811,"Region_04",19.4230394,"Non-Urban","MAN_MADE",640.0303,916,7010102,"NLA_NC-10005",28.0429812627938,0.00000599700149925038,0.000000428357249946455,0,0.000000213850355033648,0.0000840965861781849,0.000000428357249946455,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",2.205652151,0.198917218,"Good","Good","Good",NA
"534",534,2010717,"NLA17_PA-10006",2,"2017-08-10",2.97,0,13.28,0.649,0.011,24.49375,0.011,"PROB","CPL","Coastal Plains",-74.78839,40.15586,"Region_03",81.82374016,"Urban","NATURAL",397.2059,2,2040201,"NLA_PA-10030",58.5919894256262,0.0000463339758692083,0.000000785321624901835,0,0.000000790790282484303,0.00024729392173189,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",24.824632651,0.236284427,"Good","Good","Fair",NA
"535",535,2010718,"NLA17_MT-10022",1,"2017-08-10",27.12,0,2.5,1.749,0.022,13.76875,0.022,"PROB","WMT","Western Mountains",-115.0004,48.7969,"Region_08",46.05433985,"Non-Urban","NATURAL",60.1223,956,17010101,"NLA_MT-10183",280.895074073764,0.000124866138359392,0.00000157064324980367,0,0.000000444529469842542,0.00225811823480433,0.00000157064324980367,"MESOTROPHIC (10-25 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0.144552648,0,"Good","Poor","Fair",NA
"536",536,2010720,"NLA17_ND-10081",1,"2017-08-10",17.74,0,12.74,1.138,0.018,49.96375,0.018,"PROB","TPL","Temperate Plains",-102.8405,48.85075,"Region_08",126.9177201,"Non-Urban","MAN_MADE",2.002859,602,10130101,"NLA_ND-10178",50.3658379336142,0.0000812450917398444,0.00000128507174983937,0,0.00000161309917740138,0.00147710241465445,0.00000128507174983937,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",3.202947846,73.072562363,"Fair","Fair","Good",NA
"537",537,2010721,"NLA17_TN-10006",1,"2017-08-11",1.87,0.1609,2.98,0.476,0.078,41.27,0.2389,"PROB","SAP","Southern Appalachians",-85.58884,35.00558,"Region_04",7.952879819,"Urban","MAN_MADE",2872.116,193,5140206,"NLA_TN-10002",25.5047641658211,0.0000339830084957521,0.00000556864424930392,0.0000114871135860641,0.00000133241806412359,0.000155703580349709,0.000017055757835368,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",10.254812322,16.971296329,"Poor","Poor","Good",NA
"538",538,2010722,"NLA17_CO-10058",1,"2017-08-11",3.39,0.1712,23.85,0.711,0.014,25.71,0.1852,"PROB","SPL","Southern Plains",-104.9461,39.84271,"Region_08",30.44282222,"Urban","MAN_MADE",7.452775,1548,10190003,"NLA_CO-10106",61.1528007751917,0.000050760334118655,0.000000999500249875062,0.0000122224601984722,0.000000830057388626545,0.000282264779350541,0.0000132219604483473,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",15.714285715,0,"Good","Fair","Poor",NA
"539",539,2010723,"NLA17_MT-10023",1,"2017-08-13",54.33,0.0257,4.94,4.725,0.092,115.8925,0.1177,"PROB","WMT","Western Mountains",-113.2371,47.04,"Region_08",42.23460555,"Non-Urban","NATURAL",4.036835,1215,17010203,"NLA_MT-10184",90.1561400788917,0.000337331334332834,0.00000656814449917898,0.00000183479688727065,0.00000374163461343453,0.00452373022481266,0.00000840294138644963,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0,1.899549259,"Poor","Poor","Poor",NA
"540",540,2010724,"NLA17_WY-10001",1,"2017-08-13",1.97,0.0026,2.07,0.193,0.013,15.88,0.0156,"PROB","XER","Xeric",-109.2607,44.78761,"Region_08",212.095493,"Non-Urban","MAN_MADE",16.7705,1473,10070006,"NLA_WY-10039",26.8754434658076,0.0000137788248732776,0.000000928107374883987,0.000000185621474976797,0.000000512692000443,0.000164029975020816,0.00000111372884986078,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0.752314815,"Good","Good","Good",NA
"541",541,2010725,"NLA17_NY-10003",1,"2017-08-13",2.99,0,2.37,0.244,0.008,6.71875,0.008,"PROB","NAP","Northern Appalachians",-74.49102,43.24237,"Region_02",436.3538271,"Non-Urban","NATURAL",4.458109,576,2020002,"NLA_NY-10033",80.3064028385754,0.0000174198614978225,0.000000571142999928607,0,0.000000216917467126978,0.000248959200666112,0.000000571142999928607,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0,"Good","Good","Good","Y"
"542",542,2010726,"NLA17_AL-10002",1,"2017-08-14",2.73,0,31.04,0.534,0.01,54.03875,0.01,"PROB","SAP","Southern Appalachians",-86.16453,33.67333,"Region_04",15.92733753,"Urban","MAN_MADE",10363.26,141,4120104,"NLA_AL-10037",21.8516779234601,0.0000381237952452345,0.000000713928749910759,0,0.00000174466214351002,0.000227310574521232,0.000000713928749910759,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",12.718804097,15.518679062,"Poor","Poor","Poor",NA
"543",543,2010727,"NLA17_CT-10004",1,"2017-08-14",3.67,0,4.88,0.279,0.008,10.87125,0.008,"PROB","NAP","Northern Appalachians",-73.1447,41.67757,"Region_01",13.89989526,"Urban","MAN_MADE",56.19967,198,1100005,"NLA_CT-10001",56.7510039060005,0.0000199186121225102,0.000000571142999928607,0,0.000000350982550995968,0.000305578684429642,0.000000571142999928607,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",6.336463895,17.170024555,"Good","Good","Fair","Y"
"544",544,2010728,"NLA17_TX-10009",1,"2017-08-10",5.33,0,18,0.484,0.008,20.39,0.008,"PROB","CPL","Coastal Plains",-94.35483,31.70945,"Region_06",87.41245344,"Non-Urban","MAN_MADE",214.6029,94,12020005,"NLA_TX-10120",52.4900473011305,0.0000345541514956807,0.000000571142999928607,0,0.000000658299111400049,0.000443796835970025,0.000000571142999928607,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",2.96121918,10.24408376,"Good","Good","Fair",NA
"545",545,2010729,"NLA17_DE-10001",2,"2017-08-14",4.36,0,100.8,1.421,0.012,112.125,0.012,"PROB","CPL","Coastal Plains",-75.68735,39.42401,"Region_03",3.021109323,"Urban","MAN_MADE",65.47475,1,2040205,"NLA_DE-10002",28.0246663094049,0.000101449275362319,0.000000856714499892911,0,0.00000361999940489115,0.000363030807660283,0.000000856714499892911,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",10.367695822,65.949451033,"Poor","Poor","Poor",NA
"546",546,2010730,"NLA17_ID-HP002",1,"2017-08-14",1.1,0,0.8,0.046,0.006,4.4775,0.006,"HAND","WMT","Western Mountains",-114.875721,44.000621,"Region_10",0,"Non-Urban","NATURAL",79.1031,2158.25,17060201,"NLA_ID-10003",22.7180507522102,0.00000328407224958949,0.000000428357249946455,0,0.000000144557835767225,0.0000915903413821815,0.000000428357249946455,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good","Y"
"547",547,2010731,"NLA17_MA-10004",2,"2017-08-14",6.07,0,5.58,0.318,0.009,16.25125,0.009,"PROB","NAP","Northern Appalachians",-72.2185,42.64691,"Region_01",104.2348226,"Urban","MAN_MADE",138.4086,194,1080202,"NLA_MA-10017",43.270227338072,0.0000227029342471621,0.000000642535874919683,0,0.00000052467795164983,0.00050541215653622,0.000000642535874919683,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",4.244436212,1.57082609,"Fair","Good","Fair",NA
"548",548,2010732,"NLA17_WI-HP004",1,"2017-08-14",4.83,0,6.2,0.353,0.008,10.88625,0.008,"HAND","UMW","Upper Midwest",-89.86417404,46.05021865,"Region_05",0,"Non-Urban","NATURAL",9.483054,490.75,7050001,"NLA_WI-10045",71.7043048955584,0.0000252016848718498,0.000000571142999928607,0,0.000000351466831852809,0.000402164862614488,0.000000571142999928607,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",2.899824253,0,"Good","Good","Good","Y"
"549",549,2010733,"NLA17_IN-10141",1,"2017-08-14",7.81,0.0033,4.84,0.629,0.014,17.405,0.0173,"PROB","TPL","Temperate Plains",-87.30418,41.56149,"Region_05",34.64071731,"Urban","MAN_MADE",8.635861,181,4040001,"NLA_IN-10237",79.9144741526803,0.0000449061183693867,0.000000999500249875062,0.00000023559648747055,0.000000561927220888565,0.000650291423813489,0.00000123509673734561,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",73.874862781,0,"Good","Good","Good",NA
"550",550,2010734,"NLA17_ME-10004",1,"2017-08-14",8.12,0,8.53,0.688,0.013,28.675,0.013,"PROB","NAP","Northern Appalachians",-69.00125,46.16806,"Region_01",100.0141604,"Non-Urban","NATURAL",47.27535,271,1020002,"NLA_ME-10029",53.0559188076257,0.0000491182979938602,0.000000928107374883987,0,0.000000925783571328906,0.000676103247293922,0.000000928107374883987,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0,0,"Poor","Poor","Poor",NA
"551",551,2010735,"NLA17_MN-10048",1,"2017-08-14",7.36,0,1.63,0.431,0.011,12.09125,0.011,"PROB","UMW","Upper Midwest",-93.49585,47.67271,"Region_05",50.04500515,"Non-Urban","NATURAL",30.05762,420,9030001,"NLA_MN-10168",78.823351663289,0.0000307703291211537,0.000000785321624901835,0,0.00000039037072735242,0.000612822647793505,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",1.350649351,0,"Good","Good","Good",NA
"552",552,2010736,"NLA17_MN-10194",1,"2017-08-15",8.12,0,1.86,0.464,0.017,11.6025,0.017,"PROB","UMW","Upper Midwest",-93.66564,47.52262,"Region_05",107.6571521,"Non-Urban","NATURAL",12.49317,413,9030001,"NLA_MN-10186",88.4331778585236,0.0000331262939958592,0.00000121367887484829,0,0.000000374591242766997,0.000676103247293922,0.00000121367887484829,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good","Y"
"553",553,2010737,"NLA17_OR-10051",1,"2017-08-14",5.34,0,34.84,1.5,0.013,299.3525,0.013,"PROB","WMT","Western Mountains",-120.4511,44.18945,"Region_10",3.780389736,"Non-Urban","MAN_MADE",10.85693,1075,17070304,"NLA_OR-10149",11.0804448851766,0.000107089312486614,0.000000928107374883987,0,0.00000966471234651217,0.000444629475437136,0.000000928107374883987,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0,0.0748948,"Poor","Poor","Poor",NA
"554",554,2010738,"NLA17_WY-10038",1,"2017-08-15",13.77,0,20.27,1.189,0.019,64.96625,0.019,"PROB","XER","Xeric",-105.8285,41.40169,"Region_08",156.3827413,"Non-Urban","NATURAL",2.915886,2181,10180010,"NLA_WY-10118",40.4709019974259,0.0000848861283643892,0.00000135646462483044,0,0.00000209746074771915,0.00114654454621149,0.00000135646462483044,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",24.70588235,1.176470588,"Fair","Poor","Poor",NA
"555",555,2010739,"NLA17_WI-10008",2,"2017-08-15",7.14,NA,5.13,0.73,NA,53.1,NA,"PROB","UMW","Upper Midwest",-91.39356,46.55919,"Region_05",198.8067265,"Non-Urban","NATURAL",44.00941,336,4100007,"NLA_WI-10070",30.4002508545835,0.0000521167987434854,NA,NA,0.00000171435423321935,0.000594504579517069,NA,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",10.874928834,0.037957867,"Poor","Good","Good",NA
"556",556,2010740,"NLA17_AL-10001",2,"2017-08-14",3.21,0.1576,37.92,0.781,0.014,44.2825,0.1716,"PROB","SAP","Southern Appalachians",-87.39138,33.29204,"Region_04",6.295259383,"Urban","MAN_MADE",1301.872,57,10020004,"NLA_AL-10029",39.0002805219452,0.0000557578353680303,0.000000999500249875062,0.0000112515170985936,0.00000142967780287262,0.000267277268942548,0.0000122510173484686,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",9.976528064,17.544124108,"Poor","Poor","Poor",NA
"557",557,2010741,"NLA17_AL-10018",1,"2017-08-15",3.23,0.0027,9.2,0.321,0.013,14.78625,0.0157,"PROB","SAP","Southern Appalachians",-87.15637,33.22774,"Region_04",33.50705162,"Non-Urban","MAN_MADE",11.17081,166,3150202,"NLA_AL-10058",48.0060326169802,0.0000229171128721354,0.000000928107374883987,0.000000192760762475905,0.000000477379854631632,0.000268942547876769,0.00000112086813735989,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)",18.718094161,1.928530913,"Good","Fair","Fair",NA
"558",558,2010744,"NLA17_GA-HP002",1,"2017-08-15",1.38,0,14.98,0.2,0.006,19.165,0.006,"HAND","SAP","Southern Appalachians",-83.35256907,34.73011014,"Region_04",0,"Urban","MAN_MADE",199.7947,268.79,3060102,"NLA_GA-10083",23.0765031915111,0.0000142785749982152,0.000000428357249946455,0,0.000000618749508091316,0.000114904246461282,0.000000428357249946455,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)",5.885511817,2.516746291,"Fair","Good","Poor","Y"
