"","VISIT_ID","NTL_PPM","PTL_PPB","NH4N_PPM","NO3N_PPM","DOC_PPM","DIN_PPM","SITE_ID","VISIT_NO","DATE_COL","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","ECO_REG","CHLA_COND","NTL_COND","PTL_COND","TROPHIC_STATE","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME","CHLA_PPB","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"569",7282,1.188,62,0.013,0,10.06,0.013,"NLA12_IL-106",1,2012-07-19,"PROB",-88.13351269,42.37464061,"Region_5",13.83703919,"Yes","NATURAL",154.8025399,223.92,7120006,"NLA_IL-10006","TPL","Poor","Fair","Fair","Hypereutrophic",42.3714746930958,8.48147354893981e-05,9.28107374883987e-07,0,2.00169420827872e-06,0.000837635303913405,9.28107374883987e-07,"Temperate Plains",59.36,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"570",7284,0.426,12,0.07,0.026,3.84,0.096,"NLA12_NY-0111",1,2012-07-16,"PROB",-74.48992678,43.24193911,"Region_2",496.687824,"No","NATURAL",4.458108519,576.39,2020002,"NLA_NY-10033","NAP","Good","Fair","Good","Oligotrophic",78.5013601005925,3.04133647461983e-05,4.99750124937531e-06,1.85621474976797e-06,3.874246854733e-07,0.000319733555370525,6.85371599914329e-06,"Northern Appalachians",1.691,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"571",7286,3.14,327,0.1,0.05,15.6,0.15,"NLA12_OK-296",1,2012-07-16,"PROB",-96.36676849,35.17758601,"Region_6",349.6923077,"No","MAN_MADE",3.40241209,230.81,11100302,"NLA_OK-10114","SPL","Poor","Poor","Poor","Hypereutrophic",21.2339467386709,0.000224173627471978,7.13928749910759e-06,3.56964374955379e-06,1.05573226791474e-05,0.00129891756869276,1.07089312486614e-05,"Southern Plains",93.6,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"572",7288,0.556,16,0.051,0.003,4.27,0.054,"NLA12_IN-116",1,2012-07-19,"PROB",-86.21213767,39.27760527,"Region_5",685.7762136,"No","MAN_MADE",6.315541703,249.35,5120202,"NLA_IN-10025","SAP","Good","Poor","Good","Oligotrophic",76.8428806618476,3.96944384950382e-05,3.64103662454487e-06,2.14178624973228e-07,5.16566247297733e-07,0.000355537052456286,3.8552152495181e-06,"Southern Appalachians",1.944,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"573",7290,0.571,38,0.012,0.003,5.31,0.015,"NLA12_AZ-140",1,2012-07-19,"PROB",-109.8626777,32.8056793,"Region_9",8.518404325,"No","MAN_MADE",5.897283111,1006.44,15040005,"NLA_AZ-10078","XER","Good","Fair","Good","Mesotrophic",33.2277810359069,4.07653316199043e-05,8.56714499892911e-07,2.14178624973228e-07,1.22684483733212e-06,0.000442131557035803,1.07089312486614e-06,"Xeric",6.453333333,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"574",7292,0.449,56,0.0094,0,2.83,0.0094,"NLA12_AL-103",1,2012-07-19,"PROB",-86.05315833,33.7624784,"Region_4",51.33189892,"Yes","MAN_MADE",10363.25848,141.76,3150106,"NLA_AL-10037","SAP","Good","Poor","Poor","Hypereutrophic",17.7299349522968,3.20554008709931e-05,6.71093024916113e-07,0,1.80798186554207e-06,0.00023563696919234,6.71093024916113e-07,"Southern Appalachians",32,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"575",7294,0.208,8,0.0071,0.002,2.98,0.0091,"NLA12_OH-127",1,2012-07-19,"PROB",-82.69067345,39.05604224,"Region_5",22.92435556,"No","MAN_MADE",65.08673406,211.53,5060002,"NLA_OH-10054","SAP","Good","Good","Good","Oligotrophic",57.4939538764903,1.48497179981438e-05,5.06889412436639e-07,1.42785749982152e-07,2.58283123648867e-07,0.000248126561199001,6.49675162418791e-07,"Southern Appalachians",1.712,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"576",7295,0.125,7,0.021,0,1.94,0.021,"NLA12_NH-109",1,2012-07-19,"PROB",-72.07432508,42.99011487,"Region_1",57.11156925,"Yes","MAN_MADE",70.28488728,422.83,1070003,"NLA_NH-10020","NAP","Good","Good","Good","Oligotrophic",39.4876056844027,8.92410937388449e-06,1.49925037481259e-06,0,2.25997733192758e-07,0.000161532056619484,1.49925037481259e-06,"Northern Appalachians",0.6112,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"577",7298,0.271,5,0.01,0.11,1.9,0.12,"NLA12_MD-103",1,2012-07-19,"PROB",-79.23041764,39.68564758,"Region_3",15.42027947,"No","MAN_MADE",12.75269087,779.28,5020006,"NLA_MD-10016","SAP","Good","Good","Good","Oligotrophic",119.852780773299,1.93474691225816e-05,7.13928749910759e-07,7.85321624901835e-06,1.61426952280542e-07,0.000158201498751041,8.56714499892911e-06,"Southern Appalachians",0.842666667,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"578",7304,0.609,39,0.028,0.003,6.49,0.031,"NLA12_TX-182",1,2012-07-19,"PROB",-98.62250327,31.58749658,"Region_6",24.85716519,"No","MAN_MADE",27.75564237,448.76,12090107,"NLA_TX-10161","SPL","Good","Good","Fair","Mesotrophic",34.5303924169454,4.34782608695652e-05,1.99900049975012e-06,2.14178624973228e-07,1.25913022778822e-06,0.000540383014154871,2.21317912472335e-06,"Southern Plains",5.546666667,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"579",7305,0.376,37,0.011,0.006,2.55,0.017,"NLA12_RI-111",2,2012-07-19,"PROB",-71.44686035,41.77464309,"Region_1",54.09699676,"Yes","NATURAL",7.17074942,7.67,1090004,"NLA_RI-10051","NAP","Poor","Fair","Poor","Eutrophic",22.4716493321833,2.68437209966445e-05,7.85321624901835e-07,4.28357249946455e-07,1.19455944687601e-06,0.000212323064113239,1.21367887484829e-06,"Northern Appalachians",3.733333333,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"580",7306,0.206,20,0.028,0,1.43,0.028,"NLA12_NV-144",1,2012-07-19,"PROB",-117.1658183,39.24114932,"Region_9",4.087870376,"No","MAN_MADE",5.804787052,2255.5,16060004,"NLA_NV-10112","XER","Good","Good","Good","Eutrophic",22.7764509587635,1.47069322481616e-05,1.99900049975012e-06,0,6.45707809122167e-07,0.000119067443796836,1.99900049975012e-06,"Xeric",11.64444444,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"581",7307,0.425,157,0.132,0.007,5.67,0.139,"NLA12_GA-102",1,2012-07-19,"PROB",-81.8952677,33.29924834,"Region_4",1148.622872,"Yes","NATURAL",5.011122915,31.76,3060106,"NLA_GA-10018","CPL","Poor","Good","Poor","Hypereutrophic",5.98601920566105,3.03419718712073e-05,9.42385949882202e-06,4.99750124937531e-07,5.06880630160901e-06,0.00047210657785179,9.92360962375955e-06,"Coastal Plains",58.4,"HYPEREUTROPHIC (>100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"582",7314,0.3,6,0.02,0.05,3.8,0.07,"NLA12_ME-114",1,2012-07-18,"PROB",-69.98649383,44.52528541,"Region_1",185.2928907,"No","NATURAL",161.622639,105.04,1040002,"NLA_ME-10043","NAP","Good","Good","Good","Oligotrophic",110.565295916328,2.14178624973228e-05,1.42785749982152e-06,3.56964374955379e-06,1.9371234273665e-07,0.000316402997502082,4.99750124937531e-06,"Northern Appalachians",1.92,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"583",7321,0.166,11,0.0068,0.002,2.1,0.0088,"NLA12_MT-106",1,2012-07-20,"PROB",-112.4617662,47.68287539,"Region_8",6.113320325,"No","MAN_MADE",617.4968114,1332,10030104,"NLA_MT-10110","NPL","Good","Good","Good","Oligotrophic",33.3706165856552,1.18512172485186e-05,4.85471549939316e-07,1.42785749982152e-07,3.55139295017192e-07,0.000174854288093256,6.28257299921468e-07,"Northern Plains",0.464,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"584",7322,0.398,5,0.012,0.36,0.48,0.372,"NLA12_CO-119",1,2012-07-18,"PROB",-105.604528,40.25822853,"Region_8",111.2858011,"No","NATURAL",6.135920724,3594.97,10190005,"NLA_CO-10058","WMT","Good","Poor","Good","Oligotrophic",176.019951098793,2.84143642464482e-05,8.56714499892911e-07,2.57014349967873e-05,1.61426952280542e-07,3.99666944213156e-05,2.65581494966802e-05,"Western Mountains",1.16,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"585",7325,0.235,15,0.016,0,3.34,0.016,"NLA12_CO-106",1,2012-07-20,"PROB",-105.1266943,40.33707955,"Region_8",19.12157378,"Yes","MAN_MADE",189.8164828,1562.41,10190006,"NLA_CO-10021","SPL","Good","Good","Good","Mesotrophic",34.6437927204493,1.67773256229028e-05,1.14228599985721e-06,0,4.84280856841625e-07,0.000278101582014987,1.14228599985721e-06,"Southern Plains",2.2,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"586",7341,0.0643,7.2,0.0052,0.005,1.8,0.0102,"NLA12_CA-111",1,2012-07-19,"PROB",-121.0410833,39.013583,"Region_9",20.86922853,"Yes","MAN_MADE",146.5493939,488.8,18020126,"NLA_CA-10046","XER","Good","Good","Good","Mesotrophic",19.7481903539441,4.59056186192618e-06,3.71242949953595e-07,3.56964374955379e-07,2.3245481128398e-07,0.000149875104079933,7.28207324908974e-07,"Xeric",3.2,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"587",7344,0.923,219,0.028,0.015,5.85,0.043,"NLA12_NE-101",1,2012-07-22,"PROB",-99.29220135,40.06311139,"Region_7",8.264109252,"No","MAN_MADE",5312.030314,593.39,10250009,"NLA_NE-10076","SPL","Good","Poor","Poor","Eutrophic",9.31979617632606,6.58956236167631e-05,1.99900049975012e-06,1.07089312486614e-06,7.07050050988772e-06,0.000487094088259783,3.06989362461626e-06,"Southern Plains",27.36,"HYPEREUTROPHIC (>100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"588",7350,1.564,153,0.053,0.002,10.88,0.055,"NLA12_ND-114",1,2012-07-23,"PROB",-99.7647378,46.83158041,"Region_8",58.97169537,"No","NATURAL",314.2060639,525.31,10130103,"NLA_ND-10025","NPL","Good","Fair","Poor","Eutrophic",22.6044604984492,0.000111658456486043,3.78382237452702e-06,1.42785749982152e-07,4.93966473978457e-06,0.000905911740216486,3.92660812450917e-06,"Northern Plains",17.28,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","EUTROPHIC (7 to 30 ug/L)"
"589",7357,1.841,304,0.019,0,15.98,0.019,"NLA12_SD-133",1,2012-07-23,"PROB",-99.31405069,44.47740626,"Region_8",41.84216115,"No","MAN_MADE",4.904037241,589.88,10140103,"NLA_SD-10107","NPL","Good","Poor","Poor","Hypereutrophic",13.3914940646026,0.000131434282858571,1.35646462483044e-06,0,9.81475869865693e-06,0.00133055786844296,1.35646462483044e-06,"Northern Plains",72.92571429,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"590",7364,0.57,5,0.1,0.05,7.98,0.15,"NLA12_OK-306",1,2012-07-23,"PROB",-97.27012902,35.83096575,"Region_6",47.27999775,"No","MAN_MADE",6.682644404,309.5,11100303,"NLA_OK-10124","SPL","Good","Good","Good","Mesotrophic",252.088874689227,4.06939387449133e-05,7.13928749910759e-06,3.56964374955379e-06,1.61426952280542e-07,0.000664446294754371,1.07089312486614e-05,"Southern Plains",2.32,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"591",7366,0.152,4.1,0.0031,0.005,1.04,0.0081,"NLA12_CA-200",1,2012-07-23,"PROB",-120.322472,39.36848919,"Region_9",17.23202013,"No","NATURAL",13.90867569,2314.27,16050102,"NLA_CA-10134","WMT","Good","Good","Good","Oligotrophic",81.9801218501551,1.08517169986435e-05,2.21317912472335e-07,3.56964374955379e-07,1.32370100870044e-07,8.65945045795171e-05,5.78282287427715e-07,"Western Mountains",1.4,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"592",7367,0.114,6,0.03,0.007,1.63,0.037,"NLA12_UT-203",1,2012-07-23,"PROB",-111.5899784,40.58885713,"Region_8",2.938915931,"Yes","MAN_MADE",8.964948567,2909.22,16020204,"NLA_UT-10149","WMT","Good","Good","Good","Oligotrophic",42.0148124482045,8.13878774898265e-06,2.14178624973228e-06,4.99750124937531e-07,1.9371234273665e-07,0.000135720233139051,2.64153637466981e-06,"Western Mountains",0.56,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"593",7368,0.344,37,0.038,0.08,2.68,0.118,"NLA12_AL-104",1,2012-07-23,"PROB",-87.86108477,32.51586852,"Region_4",101.4910459,"Yes","MAN_MADE",4731.474336,22.28,3160201,"NLA_AL-10005","CPL","Poor","Good","Good","Eutrophic",20.559168537955,2.45591489969301e-05,2.71292924966088e-06,5.71142999928607e-06,1.19455944687601e-06,0.000223147377185679,8.42435924894696e-06,"Coastal Plains",8.945454545,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"594",7369,1.905,144,0.028,0,8.11,0.028,"NLA12_NE-106",1,2012-07-23,"PROB",-96.83772744,41.03542015,"Region_7",86.73979847,"No","MAN_MADE",29.22334703,391.66,10200203,"NLA_NE-10092","TPL","Poor","Poor","Poor","Hypereutrophic",29.2537345445283,0.000136003426858,1.99900049975012e-06,0,4.6490962256796e-06,0.000675270607826811,1.99900049975012e-06,"Temperate Plains",98.66666667,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"595",7370,1.051,58,0.019,0.002,8.68,0.021,"NLA12_IN-108",1,2012-07-23,"PROB",-86.46293011,41.07631805,"Region_5",11.61891674,"No","NATURAL",96.81697062,218.5,5120106,"NLA_IN-10065","UMW","Good","Poor","Poor","Eutrophic",40.0703882786415,7.50339116156208e-05,1.35646462483044e-06,1.42785749982152e-07,1.87255264645428e-06,0.000722731057452123,1.49925037481259e-06,"Upper Midwest",17.2,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"596",7371,0.531,151,0.013,0.002,3.78,0.015,"NLA12_IA-120",2,2012-07-23,"PROB",-95.19096081,42.62364617,"Region_7",6.018682365,"Yes","NATURAL",1223.533265,426.54,7100006,"NLA_IA-10055","TPL","Poor","Good","Poor","Mesotrophic",7.77618173928079,3.79096166202613e-05,9.28107374883987e-07,1.42785749982152e-07,4.87509395887236e-06,0.00031473771856786,1.07089312486614e-06,"Temperate Plains",21.72,"HYPEREUTROPHIC (>100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"597",7372,0.44,54,0.014,0.022,6.71,0.036,"NLA12_MS-103",1,2012-07-23,"PROB",-88.61299272,30.4715671,"Region_4",181.7692234,"Yes","NATURAL",25.56560548,15,3170006,"NLA_MS-10012","CPL","Fair","Good","Poor","Eutrophic",18.0180482234015,3.14128649960734e-05,9.99500249875062e-07,1.57064324980367e-06,1.74341108462985e-06,0.000558701082431307,2.57014349967873e-06,"Coastal Plains",21.4,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"598",7374,0.376,25,0.03,0.006,2.5,0.036,"NLA12_AL-101",2,2012-07-21,"PROB",-87.3913824,33.29204144,"Region_4",20.28888476,"Yes","MAN_MADE",1301.87197,57.03,3160112,"NLA_AL-10029","SAP","Good","Fair","Fair","Eutrophic",33.2580410116313,2.68437209966445e-05,2.14178624973228e-06,4.28357249946455e-07,8.07134761402708e-07,0.000208159866777685,2.57014349967873e-06,"Southern Appalachians",17.52,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"599",7375,0.379,33,0.023,0.003,3.82,0.026,"NLA12_AL-112",1,2012-07-22,"PROB",-88.16688028,33.36486204,"Region_4",546.5717263,"No","MAN_MADE",5.55544262,78.07,3160106,"NLA_AL-10046","CPL","Poor","Good","Good","Eutrophic",25.3965134256292,2.70578996216178e-05,1.64203612479475e-06,2.14178624973228e-07,1.06541788505157e-06,0.000318068276436303,1.85621474976797e-06,"Coastal Plains",9.386666667,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"600",7380,0.254,20,0.011,0.003,2.56,0.014,"NLA12_NH-101",2,2012-07-24,"PROB",-71.09323178,43.83668383,"Region_1",187.0910369,"No","NATURAL",12.01846407,124.81,1060002,"NLA_NH-10013","NAP","Good","Good","Fair","Mesotrophic",28.0835851627472,1.81337902477333e-05,7.85321624901835e-07,2.14178624973228e-07,6.45707809122167e-07,0.00021315570358035,9.99500249875062e-07,"Northern Appalachians",2.896,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"601",7381,0.766,28,0.027,0,9.09,0.027,"NLA12_MN-126",1,2012-07-24,"PROB",-94.46779773,46.98806594,"Region_5",916.6078921,"No","NATURAL",1.504053802,420.17,7010102,"NLA_MN-10086","UMW","Good","Fair","Good","Eutrophic",60.4950119085049,5.46869422431641e-05,1.92760762475905e-06,0,9.03990932771033e-07,0.000756869275603664,1.92760762475905e-06,"Upper Midwest",14.048,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"602",7383,0.063,42,0.011,0.003,1.46,0.014,"NLA12_WY-124",1,2012-07-24,"PROB",-110.6733784,43.89903221,"Region_8",23.96943009,"No","NATURAL",10866.69636,2065.39,17040101,"NLA_WY-10025","WMT","Good","Good","Fair","Oligotrophic",3.31695887748983,4.49775112443778e-06,7.85321624901835e-07,2.14178624973228e-07,1.35598639915655e-06,0.000121565362198168,9.99500249875062e-07,"Western Mountains",0.524,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"603",7384,2.83,176,0.095,0.002,25.39,0.097,"NLA12_ND-109",1,2012-07-24,"PROB",-99.416505,46.89273141,"Region_8",219.5959167,"No","NATURAL",17.21388091,527.1,10130103,"NLA_ND-10029","NPL","Good","Poor","Poor","Eutrophic",35.5567940276372,0.000202041836224745,6.78232312415221e-06,1.42785749982152e-07,5.68222872027507e-06,0.00211407160699417,6.92510887413436e-06,"Northern Plains",13.46666667,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","EUTROPHIC (7 to 30 ug/L)"
"604",7385,1.198,109,0.031,0,5.89,0.031,"NLA12_IL-120",1,2012-07-24,"PROB",-89.99244717,38.75131255,"Region_5",133.8869592,"Yes","MAN_MADE",6.987920243,152.77,7140101,"NLA_IL-10048","TPL","Poor","Fair","Poor","Hypereutrophic",24.3040778913322,8.55286642393089e-05,2.21317912472335e-06,0,3.51910755971581e-06,0.000490424646128226,2.21317912472335e-06,"Temperate Plains",48.64,"HYPEREUTROPHIC (>100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"605",7392,0.92,88,0.022,0.002,11.36,0.024,"NLA12_AR-101",1,2012-07-23,"PROB",-92.26882632,34.53435079,"Region_6",140.6756261,"No","MAN_MADE",105.7849996,74.14,11110207,"NLA_AR-10020","CPL","Poor","Poor","Poor","Hypereutrophic",23.1181982370503,6.56814449917898e-05,1.57064324980367e-06,1.42785749982152e-07,2.84111436013753e-06,0.000945878434637802,1.71342899978582e-06,"Coastal Plains",52.4,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"606",7394,1.078,58,0.018,0,6.53,0.018,"NLA12_AL-105",2,2012-07-24,"PROB",-88.35373896,31.62154629,"Region_4",83.37696313,"No","MAN_MADE",32.56146308,50.83,3160203,"NLA_AL-10039","CPL","Poor","Poor","Poor","Hypereutrophic",41.0997893095866,7.69615192403798e-05,1.28507174983937e-06,0,1.87255264645428e-06,0.000543713572023314,1.28507174983937e-06,"Coastal Plains",35.76,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"607",7395,0.744,45,0.01,0,5.87,0.01,"NLA12_CO-129",1,2012-07-24,"PROB",-104.3381595,37.28488371,"Region_8",329.2857143,"No","NATURAL",2.905501949,1720.86,11020010,"NLA_CO-10068","SPL","Poor","Good","Good","Mesotrophic",36.5602578496656,5.31162989933605e-05,7.13928749910759e-07,0,1.45284257052487e-06,0.000488759367194005,7.13928749910759e-07,"Southern Plains",3.104,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"608",7402,1.18,17,0.1,0.05,5.74,0.15,"NLA12_OK-119",1,2012-07-24,"PROB",-97.17097192,34.28477821,"Region_6",2.684319352,"No","MAN_MADE",160.7371379,245.42,11130303,"NLA_OK-10030","SPL","Good","Poor","Good","Hypereutrophic",153.490646095608,8.42435924894695e-05,7.13928749910759e-06,3.56964374955379e-06,5.48851637753842e-07,0.000477935054121565,1.07089312486614e-05,"Southern Plains",38.8,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"609",7403,0.531,41,0.017,0.002,6.13,0.019,"NLA12_MN-141",1,2012-07-24,"PROB",-95.90356295,46.39269586,"Region_5",152.1457896,"Yes","NATURAL",43.44862827,396.81,9020103,"NLA_MN-10101","UMW","Good","Good","Fair","Mesotrophic",28.6391083568634,3.79096166202613e-05,1.21367887484829e-06,1.42785749982152e-07,1.32370100870044e-06,0.000510407993338884,1.35646462483044e-06,"Upper Midwest",4.384,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"610",7404,0.76,82,0.018,0,7.69,0.018,"NLA12_MS-126",1,2012-07-24,"PROB",-89.77545127,30.82268187,"Region_4",355.5231534,"No","MAN_MADE",5.039237383,21.56,3180004,"NLA_MS-10043","CPL","Fair","Fair","Poor","Eutrophic",20.4950304625388,5.42585849932177e-05,1.28507174983937e-06,0,2.64740201740088e-06,0.00064029975020816,1.28507174983937e-06,"Coastal Plains",27.2,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"611",7405,4.163,1399,0.083,0,21.96,0.083,"NLA12_NE-110",1,2012-07-24,"PROB",-96.53200107,40.32809914,"Region_7",86.73979847,"No","MAN_MADE",32.08410411,425.89,10270202,"NLA_NE-10015","TPL","Poor","Poor","Poor","Hypereutrophic",6.58017622444134,0.000297208538587849,5.9256086242593e-06,0,4.51672612480955e-05,0.00182847626977519,5.9256086242593e-06,"Temperate Plains",257.6,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"612",7406,0.849,82,0.117,0.013,3.69,0.13,"NLA12_WY-102",1,2012-07-24,"PROB",-108.0421145,45.26371788,"Region_8",2.453551099,"No","MAN_MADE",5253.906245,1109,10080010,"NLA_MT-10055","NPL","Good","Good","Fair","Eutrophic",22.8951063982834,6.06125508674234e-05,8.35296637395588e-06,9.28107374883987e-07,2.64740201740088e-06,0.000307243963363863,9.28107374883987e-06,"Northern Plains",10.44,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"613",7409,0.476,34,0.032,0.003,8.72,0.035,"NLA12_AR-105",1,2012-07-24,"PROB",-92.66059625,33.07556301,"Region_6",549.2845394,"No","MAN_MADE",7.29500254,55.37,8040206,"NLA_AR-10024","CPL","Poor","Good","Good","Mesotrophic",30.9582828565717,3.39830084957521e-05,2.28457199971443e-06,2.14178624973228e-07,1.09770327550768e-06,0.000726061615320566,2.49875062468766e-06,"Coastal Plains",6.496,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"614",7410,0.179,19,0.013,0.003,2.46,0.016,"NLA12_VA-104",1,2012-07-25,"PROB",-82.20326629,36.94402045,"Region_3",47.31527597,"No","MAN_MADE",29.68265713,469.85,6010205,"NLA_VA-10016","SAP","Poor","Good","Good","Eutrophic",20.8328294410765,1.27793246234026e-05,9.28107374883987e-07,2.14178624973228e-07,6.13422418666058e-07,0.000204829308909242,1.14228599985721e-06,"Southern Appalachians",7.376,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"615",7411,0.791,40,0.025,0.003,10.9,0.028,"NLA12_MN-110",1,2012-07-25,"PROB",-94.33290643,46.23642761,"Region_5",173.6545526,"No","NATURAL",144.0471314,357.17,7010104,"NLA_MN-10055","UMW","Good","Fair","Fair","Eutrophic",43.7285745349076,5.6471764117941e-05,1.7848218747769e-06,2.14178624973228e-07,1.29141561824433e-06,0.000907577019150708,1.99900049975012e-06,"Upper Midwest",12.16,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
