UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,LAT_DD83,LON_DD83,XCOORD,YCOORD,AG_ECO3_NM,AG_ECO9_NM,MISS_BASIN_NM,MAJ_BAS_NM,FS_EW,EPA_REG,STRAH_CAT,NARS_OWN,NRS13_EVAL,NRS13_MDC,NRS13_PNL,NRS13_SF,NRS13_STRA,NRS13_TNT,NRS13_URBN,NRS13_VST,WGT_EXT_SP,ANC_COND,ANC,DOC,PH,SAL_COND,COND,NTL_COND,NTL_UG_L,PTL_COND,PTL,BENT_MMI_COND,MMI_BENT,OE_SCORE,OE_COND,INSTRMCVR_COND,L_XFC_NAT,BEDSED_COND,LRBS_USE,RIPDIST_COND,W1_HALL,RIPVEG_COND,L_XCMGW,FISH_MMI_COND,MMI_FISH,ENT_1X_CCE_100ML,ENT_1X_STV_COND,MICX_COND,MICX_RESULT,MICX_MDL,MICX_RL,MICX_FLAG,HG_COND,MERCURY_RESULT,MERCURY_MDL,MERCURY_RL,MERCURY_FLAG,MERCURY_DATA_FLAG,MERCURY_COMMENT,PUBLICATION_DATE
1003916,CASS-1271,2014,1,7/10/2014,38.58012,-119.8887,-2039885,378805.4,West,Western Mountains,,California Region,West,Region_9,SmallStreams,USFS,Target_Sampled,CA_SmallStreams_WMT,Base_NewSmallStreams,Include,CA,Target,NonUrban,1,274.1927617,None,570,1.16,7.6,Good,56,Good,67.9,Fair,22.3,Fair,36.48,1.036963571,O/E>=0.9,Good,-0.31061041,Good,-0.946025409,Low,0,Good,-0.100751707,Good,86.54,451.4819812,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,38.1,3.81,21.1,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003917,KSR9-0915,2014,1,7/8/2014,38.37939,-96.2142,-18535.95,98583.53,Plains and Lowlands,Temporate Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_7,RiversOther,Private,Target_Sampled,KS_Rivers_KS_6th,Base_09River,Include,KS,Target,NonUrban,1,317.8603552,None,4692.17,3.49,8.41,Good,832,Fair,894,Poor,206,Good,58.18,1.279980695,O/E>=0.9,Poor,-1.016086822,Poor,-2.706208788,Moderate,1.159122727,Good,0.151662309,Not Assessed,,469.5921605,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,266,0.596,3.3,,,,4/29/2019
1003919,IDRM-1005,2014,1,7/10/2014,44.26038,-114.7981,-1486777,904090,West,Western Mountains,,Pacific Northwest Region,West,Region_10,RiversMajor,USFS,Target_Sampled,ID_RiversMajor_WMT,Base_NewRiversMajor,Include,ID,Target,NonUrban,1,29.37670905,None,629,1.24,7.87,Good,70,Good,91,Fair,29,Good,58.43,1.05439467,O/E>=0.9,Good,-0.706938935,Good,0.423556043,High,1.583345455,Fair,-0.474955193,Not Assessed,,354.646471,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,43.4,2.91,16.1,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1003920,PAS9-0914,2014,1,7/10/2014,41.7208,-75.41279,1687131,656349.7,Eastern Highlands,Northern Appalachians,,Mid-Atlantic Region,,Region_3,SmallStreams,Private,Target_Sampled,PA_Streams_PA_1st,Base_09Stream_RVT,Include,PA,Target,NonUrban,2,904.5634201,None,1122.37,1.5,7.44,Good,184.5,Poor,628,Poor,49,Poor,36.78,0.73485157,O/E<0.8,Good,-0.035568932,Fair,-1.195989651,Moderate,0.992468182,Fair,-0.068380351,Good,63.16,8328.996908,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,21.8,0.856,4.74,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003925,UTS9-0928,2014,1,7/10/2014,40.86446,-110.5394,-1210807,469830.5,West,Western Mountains,,Upper Colorado Region,West,Region_8,SmallStreams,USFS,Target_Sampled,UT_Streams_UT_2nd,Base_09Stream_RVT,Include,UT,Target,NonUrban,2,1239.416614,None,199.76,1.78,7.39,Good,24.6,Good,99,Good,16,Fair,47.7,1.109589728,O/E>=0.9,Good,-0.071278363,Good,-0.539327394,Low,0,Good,-0.08727083,Poor,63.4,202.7795509,Below Human Health Threshold,<= 8 ug/L,0.102,,0.15,L,Does Not Exceed 300 ng Hg/g ww,143,2.96,16.4,,,,4/29/2019
1003926,NER9-0912,2014,1,7/10/2014,40.2352,-100.3105,-363444.6,314786.9,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversMajor,Private,Target_Sampled,NE_Rivers_NE_6th,Base_09River,Include,NE,Target,NonUrban,1,190.5099438,None,5076.64,4.77,8.49,Good,701,Poor,2513,Poor,530,Good,57.47,0.613985508,O/E<0.8,Good,-0.677780705,Good,-1.367604643,Moderate,0.439413636,Fair,-0.552137517,Fair,41.84,3192.403539,Above Human Health Threshold,<= 8 ug/L,0.175,,,,Not Assessed,105,3.2,17.7,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003927,NERO-1042,2014,1,7/11/2014,41.22095,-99.24727,-270066.8,421557.4,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversOther,Private,Target_Sampled,NE_RiversOther_SPL,Base_NewRiversOther,Include,NE,Target,NonUrban,1,224.1576844,None,5614.35,3.38,8.41,Good,630,Poor,2448,Poor,995,Poor,16.4,0.723708517,O/E<0.8,Good,-0.608423395,Poor,-3.491578362,Moderate,0.803063636,Good,-0.141162149,Poor,35.42,1624.224633,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003929,NHRM-1005,2014,1,7/10/2014,44.62447,-71.54729,1914946,1044861,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversMajor,Private,Target_Sampled,NH_RiversMajor_NAP,Base_NewRiversMajor,Include,NH,Target,NonUrban,1,76.52320168,None,392.08,3.99,7.62,Good,60.6,Good,343,Fair,22,Not Assessed,,,Not Assessed,Poor,-1.719173392,Good,-1.544483555,Moderate,0.727309091,Poor,-0.430200625,Good,57.76,414.7967794,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,571,3.51,19.5,,,,4/29/2019
1003930,CORO-1034,2014,1,7/11/2014,40.11629,-108.282,-1034761,360179,West,Xeric,,Upper Colorado Region,,Region_8,RiversOther,Private,Target_Sampled,CO_RiversOther_XER,Base_NewRiversOther,Include,CO,Target,NonUrban,1,172.3327859,None,3063.19,2.43,8.49,Good,470,Good,220,Fair,73,Good,59.33,1.067532599,O/E>=0.9,Good,-0.659375643,Good,-0.312534774,Moderate,1.128813636,Good,-0.375342947,Good,85.58,301.1620479,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,425,3.6,19.9,,,,4/29/2019
1003933,MTLS-1139,2014,1,7/10/2014,48.9226,-106.7994,-799337,1318400,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,LargeStreams,State,Target_Sampled,MT_LargeStreams_NPL,Base_NewLargeStreams,Include,MT,Target,NonUrban,1,196.4656158,None,4510.33,11.65,8.33,Fair,1534,Poor,1093,Poor,216,Poor,33.87,0.600187232,O/E<0.8,Good,-0.862415739,Fair,-1.949711496,Moderate,1.416668182,Good,-0.456214057,Fair,36.12,3171.04899,Above Human Health Threshold,<= 8 ug/L,0.154,,,,Does Not Exceed 300 ng Hg/g ww,113,0.64,3.55,,,,4/29/2019
1003934,COR9-0904,2014,1,7/13/2014,40.94131522,-102.3414153,-529198.336,403296.187,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_8,RiversMajor,Private,Target_Sampled,CO_Rivers_CO_5th,Base_09River,Include,CO,Target,NonUrban,1,77.56121496,None,4301.43,4.21,8.28,Fair,1815,Poor,2838,Poor,137,Fair,33.58,0.390388811,OE<0.5,Good,-0.848268086,Good,-1.355838658,Moderate,0.469713636,Fair,-0.740905897,Not Assessed,,478.4264512,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,148,2.45,13.6,,,,4/29/2019
1003935,MELS-1049,2014,1,7/11/2014,46.57604,-68.08781,2115760,1326920,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,LargeStreams,Private,Target_Sampled,ME_LargeStreams_NAP,Base_NewLargeStreams,Include,ME,Target,NonUrban,1,1268.920747,None,396.62,11.38,7.59,Good,43.7,Fair,349,Fair,27,Good,84.32,1.193719732,O/E>=0.9,Good,-0.020203386,Good,0.401453542,Low,0,Good,0.108903128,Good,57.69,635.7653495,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,209,3.49,19.3,,,,4/29/2019
1003936,MELS-1053,2014,1,7/10/2014,46.1289,-67.84635,2148001,1284899,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,LargeStreams,Private,Target_Sampled,ME_LargeStreams_NAP,Base_NewLargeStreams,Include,ME,Target,Urban,1,1268.920747,None,865.17,8.02,7.96,Good,107.9,Fair,409,Fair,27,Good,72.95,0.948909517,O/E>=0.9,Fair,-1.293204657,Good,-0.118228993,Moderate,1.211453463,Poor,-0.395724843,Fair,48.05,1546.159447,Above Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,444,3.36,18.6,,,,4/29/2019
1003937,NYLS-1116,2014,1,7/13/2014,43.73873,-74.9586,1674227,884497.3,Eastern Highlands,Northern Appalachians,,Great Lakes Region,,Region_2,LargeStreams,Private,Target_Sampled,NY_LargeStreams_NAP,Base_NewLargeStreams,Include,NY,Target,NonUrban,1,470.5254169,None,95.25,4.5,6.76,Good,19.8,Good,303,Fair,18,Poor,39.83,0.58499324,O/E<0.8,Good,-0.46620484,Fair,-1.762405033,Low,0.121218182,Fair,-0.022900232,Poor,39.66,2202.997511,Above Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,185,3.12,17.3,,,,4/29/2019
1003938,SCRO-1014,2014,1,7/13/2014,33.29672,-81.85058,1304281,-373093.4,Plains and Lowlands,Coastal Plains,,South-Atlantic Region,,Region_4,RiversOther,Private,Target_Sampled,SC_RiversOther_CPL,Base_NewRiversOther,Include,SC,Target,NonUrban,1,654.51903,None,345.89,2.75,6.89,Good,72.9,Good,384,Fair,65,Fair,49.03,0.881316575,O/E<0.9,Fair,-0.941022138,Fair,-2.543318879,Low,0.121218182,Good,0.024373703,Good,57.74,450.0776946,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,856,2.88,15.9,,,,4/29/2019
1003939,COLS-1061,2014,1,7/13/2014,37.75138,-107.3354,-986949.4,87103.87,West,Western Mountains,,Rio Grande-Texas-Gulf Region,West,Region_8,LargeStreams,USFS,Target_Sampled,CO_LargeStreams_WMT,Base_NewLargeStreams,Include,CO,Target,NonUrban,1,581.2275335,None,512.16,1.94,7.76,Good,65.5,Good,130,Poor,44.4,Good,55.12,1.154506406,O/E>=0.9,Poor,-1.22184875,Fair,-0.494395467,Moderate,0.33335,Fair,-0.350311193,Poor,61.17,52.43378178,Below Human Health Threshold,<= 8 ug/L,0.161,,,,Does Not Exceed 300 ng Hg/g ww,90.2,3.51,19.5,,,,4/29/2019
1003941,COS9-0930,2014,1,7/14/2014,38.18577341,-106.4895271,-908247.654,127036.733,West,Western Mountains,,Rio Grande-Texas-Gulf Region,,Region_8,SmallStreams,BLM,Target_Sampled,CO_Streams_CO_1st,Base_09Stream,Include,CO,Target,NonUrban,1,1018.392404,None,2059.1,4.58,8.11,Good,231,Poor,293,Poor,428,Poor,5.02,0.71381859,O/E<0.8,Good,-0.286662216,Poor,-1.711835017,High,1.969713636,Good,-0.203488741,Poor,0,510.8988125,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003943,NYRO-1060,2014,1,7/14/2014,44.33427,-75.47149,1619829,940433.8,Eastern Highlands,Northern Appalachians,,Great Lakes Region,,Region_2,RiversOther,Private,Target_Sampled,NY_RiversOther_NAP,Base_NewRiversOther,Include,NY,Target,Urban,1,115.7704917,None,417.98,6.61,7.68,Good,79.5,Fair,359,Good,15,Poor,12.27,0.485729287,OE<0.5,Fair,-0.612448395,Fair,-2.566055191,High,3.151590909,Fair,-0.04258864,Poor,19.27,314.4889833,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,195,2.95,16.3,,,,4/29/2019
1003944,MOLS-1079,2014,1,7/11/2014,36.49841,-90.27924,507421.4,-96948.88,Plains and Lowlands,Coastal Plains,Lower Mississippi Region,Lower Mississippi Region,,Region_7,LargeStreams,Private,Target_Sampled,MO_LargeStreams_CPL,Base_NewLargeStreams,Include,MO,Target,NonUrban,1,287.0285578,None,3834.41,4.8,8.3,Good,462,Poor,1570,Poor,178,Poor,40.48,1.06105478,O/E>=0.9,Poor,-0.967674334,Poor,-3.096222864,High,3.512267273,Poor,-0.422299355,Poor,40.14,276.2424252,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,195,4.2,23.3,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003945,MOR9-0904,2014,1,7/10/2014,37.02754,-90.64282,471868.2,-39640.57,Eastern Highlands,Southern Appalachians,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_7,RiversMajor,Private,Target_Sampled,MO_Rivers_MO_6th,Base_09River_RVT,Include,MO,Target,NonUrban,2,248.142161,None,2331.99,0.76,8.31,Good,250,Good,220,Poor,32,Good,46.07,1.015774949,O/E>=0.9,Good,-0.738196627,Good,-0.023027787,Moderate,0.952414286,Good,-0.048066696,Not Assessed,,154.7729239,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,463,2.9,16.1,,,,4/29/2019
1003946,OKLS-1203,2014,1,7/14/2014,35.92513,-96.71988,-64376.78,-176189.2,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,LargeStreams,Private,Target_Sampled,OK_LargeStreams_WPT,Base_NewLargeStreams,Include,OK,Target,NonUrban,1,559.1977602,None,2986.4,5.46,8.23,Good,477,Fair,656,Fair,67,Fair,28.48,1.29728664,O/E>=0.9,Good,-0.508638306,Good,2.745878279,Moderate,0.757586364,Good,0.004321374,Fair,48.72,82.68388682,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,163,3.54,19.6,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003947,ORS9-0940,2014,1,7/14/2014,43.1678,-123.6913,-2208457,958710.8,West,Western Mountains,,Pacific Northwest Region,,Region_10,SmallStreams,Private,Target_Sampled,OR_Streams_OR_1st,Base_09Stream,Include,OR,Target,NonUrban,1,2031.4206,None,463.7,1.24,7.38,Good,62.1,Good,86,Fair,37,Good,85.98,1.063491043,O/E>=0.9,Good,-0.384815394,Good,0.109773145,Moderate,0.803068182,Good,0.041302946,Good,86.51,29.03026713,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003948,SCLS-1033,2014,1,7/14/2014,33.89573,-82.01938,1279026,-309211.3,Eastern Highlands,Southern Appalachians,,South-Atlantic Region,,Region_4,LargeStreams,Private,Target_Sampled,SC_LargeStreams_SAP,Base_NewLargeStreams,Include,SC,Target,NonUrban,1,753.5575154,None,905.82,5.75,7.2,Good,124,Fair,414,Poor,45,Fair,42.37,0.742273616,O/E<0.8,Good,-0.361510743,Good,0.516843754,Low,0,Good,0.139664461,Fair,56.1,1247.320983,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,271,3.58,19.8,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003949,ALR9-0906,2014,1,7/13/2014,31.68739652,-88.05213311,749474.592,-618466.123,Plains and Lowlands,Coastal Plains,,South-Atlantic Region,,Region_4,RiversOther,Private,Target_Sampled,AL_Rivers_AL_4th5th,Base_09River,Include,AL,Target,NonUrban,1,190.5174111,None,1434.14,3.64,7.87,Good,167.1,Good,239,Good,53,Fair,42.43,0.904561332,O/E>=0.9,Fair,-0.808396576,Good,-1.770177912,Low,0.166668182,Good,0.107749418,Fair,57.07,485.5792944,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,297,3.03,16.8,,,,4/29/2019
1003950,MERO-1027,2014,1,7/13/2014,47.28617,-68.11975,2090679,1401451,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversOther,Private,Target_Sampled,ME_RiversOther_NAP,Base_NewRiversOther,Include,ME,Target,NonUrban,1,106.7101352,None,619.38,9.86,7.58,Good,101.2,Poor,514,Poor,59,Poor,34.17,1.196019854,O/E>=0.9,Poor,-1.485090181,Good,-0.448244299,Moderate,0.757613636,Poor,-0.378870948,Fair,47.18,8136.346578,Above Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,333,3.15,17.4,,,,4/29/2019
1003954,MTR9-0902,2014,1,7/15/2014,48.07747,-114.0187,-1346100,1307914,West,Western Mountains,,Pacific Northwest Region,,Region_8,RiversOther,Private,Target_Sampled,MT_Rivers_MT_5th,Base_09River,Include,MT,Target,NonUrban,1,203.0509065,None,1419.31,1.43,8.14,Good,147.3,Good,106,Good,10,Poor,17.73,0.246570861,OE<0.5,Good,-0.486903525,Poor,-1.55965208,High,2.590986364,Fair,-0.459045191,Not Assessed,,174.0031003,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003955,NYSS-1258,2014,1,7/15/2014,43.03249,-74.65623,1715443,812997.3,Eastern Highlands,Northern Appalachians,,Mid-Atlantic Region,,Region_2,SmallStreams,Private,Target_Sampled,NY_SmallStreams_NAP,Base_NewSmallStreams,Include,NY,Target,NonUrban,1,1118.180874,None,1104.43,7.37,8.13,Good,140.8,Poor,516,Fair,24,Good,64.63,1.21352925,O/E>=0.9,Good,-0.317116815,Good,-0.131769262,Moderate,0.669586147,Good,0.094058014,Good,69.4,1260.337578,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,58.9,3.17,17.5,,,,4/29/2019
1003956,IDRO-1040,2014,1,7/12/2014,43.57673,-114.3437,-1465915,822232.4,West,Xeric,,Pacific Northwest Region,,Region_10,RiversOther,Private,Target_Sampled,ID_RiversOther_XER,Base_NewRiversOther,Include,ID,Target,NonUrban,1,59.92042693,None,1903.66,0.81,8.36,Good,224,Good,99,Good,16,Good,59.22,0.830557539,O/E<0.9,Good,-0.524857311,Good,0.415570751,Moderate,0.393945455,Good,-0.226147093,Good,85.61,425.3758502,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003957,INR9-0901,2014,1,7/15/2014,38.64279,-87.61438,722096.6,159965.5,Plains and Lowlands,Temporate Plains,Ohio Region,Ohio-Tennessee Region,,Region_5,RiversMajor,Private,Target_Sampled,IN_Rivers_IN_7th+,Base_09River_RVT,Include,IN,Target,NonUrban,2,285.1211952,None,3191.08,3.63,8.13,Good,513,Poor,3563,Poor,288,Fair,40.08,0.505309775,O/E<0.8,Good,-0.452001662,Poor,-2.671639195,Low,0.318195455,Good,0.254668899,Poor,19.04,4469.333801,Above Human Health Threshold,<= 8 ug/L,0.284,,,,Does Not Exceed 300 ng Hg/g ww,102,0.568,3.14,,,,4/29/2019
1003958,TXSS-1232,2014,1,7/15/2014,32.6441,-96.73725,-68774.67,-542934,Plains and Lowlands,Southern Plains,,Rio Grande-Texas-Gulf Region,,Region_6,SmallStreams,Private,Target_Sampled,TX_SmallStreams_SPL,Base_NewSmallStreams,Include,TX,Target,NonUrban,1,219.9249634,None,1540.24,11.54,8.09,Good,226,Poor,1185,Good,42,Fair,21.37,0.270853705,OE<0.5,Good,-0.65489372,Good,-1.038849888,Low,0.181827273,Good,0.146409954,Poor,36.91,15324.00048,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,111,3.98,22,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003959,NDLS-1079,2014,1,7/15/2014,46.60633,-100.2571,-327114.2,1024642,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,LargeStreams,Private,Target_Sampled,ND_LargeStreams_NPL,Base_NewLargeStreams,Include,ND,Target,NonUrban,1,95.81618452,None,9601.4,16.03,8.64,Fair,1300,Poor,1290,Poor,863,Fair,50.13,1.100183045,O/E>=0.9,Good,-0.119186408,Fair,-2.073884383,Moderate,1.363636364,Good,-0.513440727,Not Assessed,,580.4797313,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,67.1,0.719,3.98,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003961,ILRO-1024,2014,1,7/15/2014,42.46858,-89.76524,509106.7,573234.2,Plains and Lowlands,Temporate Plains,Upper Mississippi Region,Upper Mississippi Region,,Region_5,RiversOther,Private,Target_Sampled,IL_RiversOther_TPL,Base_NewRiversOther,Include,IL,Target,NonUrban,1,286.4623153,None,5524.77,2,8.39,Good,634,Poor,6138,Poor,312,Fair,38.9,0.515579595,O/E<0.8,Fair,-0.659375643,Poor,-2.086311901,Moderate,0.856095455,Good,-0.068958408,Poor,39.55,1944.721013,Above Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,40.9,2.32,12.8,,,,4/29/2019
1003962,CALS-1106,2014,1,7/15/2014,41.93373,-124.1084,-2280966,836519.5,West,Western Mountains,,California Region,,Region_9,LargeStreams,Private,Target_Sampled,CA_LargeStreams_WMT,Base_NewLargeStreams,Include,CA,Target,NonUrban,1,251.1145445,None,712,0.5,7.32,Good,92,Fair,145,Good,11.4,Good,66.87,1.136430796,O/E>=0.9,Fair,-0.727525465,Good,-0.220226912,Low,0,Good,0.171393992,Good,88.47,527.43678,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,32,4.1,22.7,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1003963,MERO-1026,2014,1,7/14/2014,47.20866,-68.82282,2041840,1377951,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversOther,Private,Target_Sampled,ME_RiversOther_NAP,Base_NewRiversOther,Include,ME,Target,NonUrban,1,106.7101352,None,554.38,8.07,7.8,Good,65.5,Fair,416,Good,10,Good,78.67,1.33905017,O/E>=0.9,Poor,-1.626419331,Good,0.822551538,Moderate,0.757613636,Poor,-0.476430881,Fair,56.66,410.682044,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,246,3.55,19.7,,,,4/29/2019
1003964,MTSS-1294,2014,1,7/15/2014,48.15279,-109.8484,-1035895,1263830,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,SmallStreams,Private,Target_Sampled,MT_SmallStreams_NPL,Base_NewSmallStreams,Include,MT,Target,NonUrban,1,154.4782007,None,4531.97,2.66,8.39,Good,459,Fair,815,Fair,107,Poor,42.45,1.224957873,O/E>=0.9,Good,-0.280970201,Poor,-3.04432686,Moderate,0.761942857,Good,-0.473484502,Poor,0,797.5614681,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003965,NELS-1079,2014,1,7/15/2014,42.12492,-98.08295,-171036.3,519973.7,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,LargeStreams,Private,Target_Sampled,NE_LargeStreams_SPL,Base_NewLargeStreams,Include,NE,Target,NonUrban,1,538.9521536,None,4272.95,6.63,8.34,Good,485,Poor,2583,Poor,635,Fair,25.65,0.896576594,O/E<0.9,Good,-0.236231784,Good,-0.620198685,High,1.83335,Poor,-1.160579093,Fair,41.06,988.0538161,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003966,WAR9-0905,2014,1,7/15/2014,47.72892,-121.4276,-1898457,1396974,West,Western Mountains,,Pacific Northwest Region,West,Region_10,RiversOther,USFS,Target_Sampled,WA_Rivers_WA_5th+,Base_09River,Include,WA,Target,NonUrban,1,128.5512512,None,206.95,0.62,7.39,Good,21.5,Good,59,Good,8.8,Good,66.58,1.142809069,O/E>=0.9,Good,-0.65489372,Good,0.490860899,Moderate,0.333345455,Good,0.272948627,Good,89.3,194.6768151,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,62.8,2.88,16,,,,4/29/2019
1003967,WVS9-0923,2014,1,7/15/2014,38.20966,-80.04873,1377031,195377.1,Eastern Highlands,Southern Appalachians,Ohio Region,Ohio-Tennessee Region,East,Region_3,LargeStreams,USFS,Target_Sampled,WV_Streams_WV_3rd4t,Base_09Stream_RVT,Include,WV,Target,NonUrban,2,2490.592212,None,1307.83,1.08,8.13,Good,199.4,Good,160,Good,9.9,Good,62.82,1.055658153,O/E>=0.9,Fair,-0.359247609,Good,0.646439383,Moderate,0.856068182,Fair,0.122513748,Good,61.71,1740.896665,Above Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,302,3.91,21.6,,,,4/29/2019
1003968,NYSS-1239,2014,1,7/16/2014,43.30763,-73.63245,1789071,861793.1,Eastern Highlands,Northern Appalachians,,Mid-Atlantic Region,,Region_2,SmallStreams,Private,Target_Sampled,NY_SmallStreams_NAP,Base_NewSmallStreams,Include,NY,Target,Urban,1,1118.180874,None,429.27,3.72,7.59,Good,124.6,Fair,399,Fair,18,Poor,7.2,0.10563687,OE<0.5,Poor,-1.160579093,Fair,-2.182901309,High,6.128840909,Poor,-0.888340409,Poor,26.11,446.3737438,Below Human Health Threshold,<= 8 ug/L,0.107,,0.15,L,Does Not Exceed 300 ng Hg/g ww,165,3.49,19.3,,,,4/29/2019
1003969,SDR9-0905,2014,1,7/15/2014,44.04386,-101.4511,-435108.9,744906.8,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversOther,Private,Target_Sampled,SD_Rivers_SD_6th,Base_09River,Include,SD,Target,NonUrban,1,59.52349682,None,4000.34,13.83,8.35,Poor,2800,Poor,1995,Fair,80,Fair,42.97,1.035841357,O/E>=0.9,Good,-0.958607315,Fair,-1.309947795,Moderate,1.3334,Good,0.090466475,Poor,25.25,239.4751695,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1003970,SCRM-1002,2014,1,7/15/2014,34.32988,-80.69511,1391393,-242651.7,Eastern Highlands,Southern Appalachians,,South-Atlantic Region,,Region_4,RiversMajor,Private,Target_Sampled,SC_RiversMajor_SAP,Base_NewRiversMajor,Include,SC,Target,NonUrban,1,365.4704479,None,807.46,3.6,7.91,Good,143.5,Poor,580,Poor,69,Poor,25.45,0.399018096,OE<0.5,Good,-0.480888271,Good,0.663984374,Moderate,0.916681818,Good,0.114246949,Poor,37.48,2198.624245,Above Human Health Threshold,<= 8 ug/L,0.159,,,,Does Not Exceed 300 ng Hg/g ww,212,3.53,19.5,,,,4/29/2019
